실행순서,실행묶음,하위검증유형,비교기간유형,기간형태,필요공식값,계산규칙,좌표난이도,원문수치구성,공식조회경로,현재실행준비,완료판정기준,Claim번호,원문,현재결과상태,실패원인코드,대표분류,기본검증방법,기사작성일,지표,기사값,단위,기준시점,주기,공식자료경로,실패단계,실패원인_쉬운설명,추가처리조건,분류근거,분류방식,분류확신도,기사번호,문장번호,분야,지역,대상집단,차원,비교조건,계산방식,조건,출처힌트,현재판정,세부문제유형,남은작업,공식근거URL,실행일시,개선후상태,해결여부,공식좌표,공식값,공표근거,응답해시,남은원인,검토메모,원문수치개수,원문수치표현,원문수치목록JSON,미포함숫자위치JSON,목록화상태
1,D1 정확한 값·단순 좌표,정확한 값 직접 비교,연간,연간,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,단순 좌표,기사 수치 없음,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A00268_14,무역 수지도 518억 달러 흑자로 2021년 이후 3년 만에 흑자로 돌아섰다.,HOLD,KOSIS_METADATA_UNAVAILABLE,직접값 확인,직접값 확인,2025-01-21,무역수지,51800000000,달러,2021,Y,KOSIS 정규 통계표,KOSIS 공식 구조 확인,KOSIS 표의 항목·기간·분류 구조 조회를 완료하지 못함,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=OFFICIAL_METADATA_LOOKUP | 최신결과사유=KOSIS_METADATA_UNAVAILABLE,12개 슬롯 + 통합 원장 진단 규칙,확정,A00268,14,,,,,,DIRECT_VALUE,,,UNDETERMINED,OFFICIAL_METADATA_LOOKUP,KOSIS_METADATA_UNAVAILABLE,,,,,,,,,,,3,518억 달러 | 2021년 | 3년,"[{""mention_id"":""n1"",""expression"":""518억 달러"",""start"":7,""end"":14,""context"":""무역 수지도 518억 달러 흑자로 2021년 이후 3년 만에 흑자로 "",""role_status"":""미분류""},{""mention_id"":""n2"",""expression"":""2021년"",""start"":19,""end"":24,""context"":""무역 수지도 518억 달러 흑자로 2021년 이후 3년 만에 흑자로 돌아섰다."",""role_status"":""미분류""},{""mention_id"":""n3"",""expression"":""3년"",""start"":28,""end"":30,""context"":""지도 518억 달러 흑자로 2021년 이후 3년 만에 흑자로 돌아섰다."",""role_status"":""미분류""}]",[],COMPLETE
1,D1 정확한 값·단순 좌표,정확한 값 직접 비교,월간,월간,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,단순 좌표,수치 2개,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A00278_9,더불어민주당 정일영 의원실에 따르면 작년 11월 기준 보수 성향 유튜버의 수퍼챗 수입 상위 7개 채널 중 6개의 지난달 수퍼챗 수익은 한 달 새 평균 2.1배 늘어났다.,HOLD,NO_HARD_GUARD_CANDIDATE,직접값 확인,직접값 확인,2025-01-22,수입액,7,개,2024-11,M,KOSIS 정규 통계표,필수 조건 검사,기간·단위·지역 등 필수 조건을 모두 만족하는 공식 통계표 후보가 없음,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=HARD_GUARD_ALIAS | 최신결과사유=NO_HARD_GUARD_CANDIDATE,12개 슬롯 + 통합 원장 진단 규칙,확정,A00278,9,,,,,"{""claimed_operands"": ""[{'raw': '6개', 'value': 6.0, 'unit': '개'}, {'raw': '2.1배', 'value': 2.1, 'unit': '배'}]""}",DIRECT_VALUE,"{""direction"": ""INCREASE""}",,UNDETERMINED,HARD_GUARD_ALIAS,NO_HARD_GUARD_CANDIDATE,,,,,,,,,,,5,11월 | 7개 | 6개 | 한 달 | 2.1배,"[{""mention_id"":""n1"",""expression"":""11월"",""start"":23,""end"":26,""context"":""더불어민주당 정일영 의원실에 따르면 작년 11월 기준 보수 성향 유튜버의 수퍼챗 수입 상위"",""role_status"":""미분류""},{""mention_id"":""n2"",""expression"":""7개"",""start"":51,""end"":53,""context"":""기준 보수 성향 유튜버의 수퍼챗 수입 상위 7개 채널 중 6개의 지난달 수퍼챗 수익은 한 "",""role_status"":""미분류""},{""mention_id"":""n3"",""expression"":""6개"",""start"":59,""end"":61,""context"":"" 유튜버의 수퍼챗 수입 상위 7개 채널 중 6개의 지난달 수퍼챗 수익은 한 달 새 평균 2"",""role_status"":""미분류""},{""mention_id"":""n4"",""expression"":""한 달"",""start"":75,""end"":78,""context"":""7개 채널 중 6개의 지난달 수퍼챗 수익은 한 달 새 평균 2.1배 늘어났다."",""role_status"":""미분류""},{""mention_id"":""n5"",""expression"":""2.1배"",""start"":84,""end"":88,""context"":""개의 지난달 수퍼챗 수익은 한 달 새 평균 2.1배 늘어났다."",""role_status"":""미분류""}]",[],COMPLETE
1,D1 정확한 값·단순 좌표,정확한 값 직접 비교,연간,연간,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,단순 좌표,기사 수치 없음,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A00279_23,"행정안전부는 2024년 주민등록 인구통계를 분석한 결과, 출생자 수가 24만2334명으로 202... 김희래 기자 법무부, 검찰, 고위공직자범죄수사처를 취재합니다.",HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,직접값 확인,직접값 확인,2025-01-22,총인구,242334,명,2024,Y,KOSIS 정규 통계표,필수 조건 검사,공식 구조는 확인했지만 실제 값을 조회할 좌표를 확정하지 못함,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=COORDINATE_GENERAL | 최신결과사유=NO_EVIDENCE_COORDINATE_CANDIDATE,12개 슬롯 + 통합 원장 진단 규칙,확정,A00279,23,,,,,,DIRECT_VALUE,,행정안전부,UNDETERMINED,COORDINATE_GENERAL,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,,,,,,,3,2024년 | 24만2334명 | 202...,"[{""mention_id"":""n1"",""expression"":""2024년"",""start"":7,""end"":12,""context"":""행정안전부는 2024년 주민등록 인구통계를 분석한 결과, 출생자 "",""role_status"":""미분류""},{""mention_id"":""n2"",""expression"":""24만2334명"",""start"":39,""end"":47,""context"":""등록 인구통계를 분석한 결과, 출생자 수가 24만2334명으로 202... 김희래 기자 법무부, 검찰"",""role_status"":""미분류""},{""mention_id"":""n3"",""expression"":""202..."",""start"":50,""end"":56,""context"":""한 결과, 출생자 수가 24만2334명으로 202... 김희래 기자 법무부, 검찰, 고위공직자범죄"",""role_status"":""미분류""}]",[],COMPLETE
1,D1 정확한 값·단순 좌표,정확한 값 직접 비교,연간,연간,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,단순 좌표,수치 1개,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A00279_8,5개월 연속 출생아 수가 늘어난 것은 2015년 3~7월 이후 9년 4개월 만에 처음이다.,HOLD,KOSIS_METADATA_UNAVAILABLE,직접값 확인,직접값 확인,2025-01-22,출생아 수,5,개,2015,Y,KOSIS 정규 통계표,KOSIS 공식 구조 확인,KOSIS 표의 항목·기간·분류 구조 조회를 완료하지 못함,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=OFFICIAL_METADATA_LOOKUP | 최신결과사유=KOSIS_METADATA_UNAVAILABLE,12개 슬롯 + 통합 원장 진단 규칙,확정,A00279,8,,,,,"{""claimed_operands"": ""[{'raw': '4개', 'value': 4.0, 'unit': '개'}]""}",DIRECT_VALUE,"{""direction"": ""INCREASE""}",,UNDETERMINED,OFFICIAL_METADATA_LOOKUP,KOSIS_METADATA_UNAVAILABLE,,,,,,,,,,,5,5개월 | 2015년 | 3~7월 | 9년 | 4개월,"[{""mention_id"":""n1"",""expression"":""5개월"",""start"":0,""end"":3,""context"":""5개월 연속 출생아 수가 늘어난 것은 2015년 "",""role_status"":""미분류""},{""mention_id"":""n2"",""expression"":""2015년"",""start"":21,""end"":26,""context"":""5개월 연속 출생아 수가 늘어난 것은 2015년 3~7월 이후 9년 4개월 만에 처음이다."",""role_status"":""미분류""},{""mention_id"":""n3"",""expression"":""3~7월"",""start"":27,""end"":31,""context"":"" 연속 출생아 수가 늘어난 것은 2015년 3~7월 이후 9년 4개월 만에 처음이다."",""role_status"":""미분류""},{""mention_id"":""n4"",""expression"":""9년"",""start"":35,""end"":37,""context"":""수가 늘어난 것은 2015년 3~7월 이후 9년 4개월 만에 처음이다."",""role_status"":""미분류""},{""mention_id"":""n5"",""expression"":""4개월"",""start"":38,""end"":41,""context"":""늘어난 것은 2015년 3~7월 이후 9년 4개월 만에 처음이다."",""role_status"":""미분류""}]",[],COMPLETE
1,D1 정확한 값·단순 좌표,정확한 값 직접 비교,연간,연간,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,단순 좌표,기사 수치 없음,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A00292_6,"통계청의 연간 통계는 아직 나오기 전이지만, 지난 3일 행정안전부의 주민등록 인구 통계에 따르면 작년 출생아 수는 24만2334명으로 9년 만에 처음으로 증가했다.",HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,직접값 확인,직접값 확인,2025-01-23,출생아 수,242334,명,2024,Y,KOSIS 정규 통계표,필수 조건 검사,공식 구조는 확인했지만 실제 값을 조회할 좌표를 확정하지 못함,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=COORDINATE_GENERAL | 최신결과사유=NO_EVIDENCE_COORDINATE_CANDIDATE,12개 슬롯 + 통합 원장 진단 규칙,확정,A00292,6,,,,,,DIRECT_VALUE,"{""direction"": ""INCREASE""}",통계청 | 행정안전부,UNDETERMINED,COORDINATE_GENERAL,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,,,,,,,3,3일 | 24만2334명 | 9년,"[{""mention_id"":""n1"",""expression"":""3일"",""start"":28,""end"":30,""context"":"" 연간 통계는 아직 나오기 전이지만, 지난 3일 행정안전부의 주민등록 인구 통계에 따르면 "",""role_status"":""미분류""},{""mention_id"":""n2"",""expression"":""24만2334명"",""start"":64,""end"":72,""context"":""등록 인구 통계에 따르면 작년 출생아 수는 24만2334명으로 9년 만에 처음으로 증가했다."",""role_status"":""미분류""},{""mention_id"":""n3"",""expression"":""9년"",""start"":75,""end"":77,""context"":""르면 작년 출생아 수는 24만2334명으로 9년 만에 처음으로 증가했다."",""role_status"":""미분류""}]",[],COMPLETE
1,D1 정확한 값·단순 좌표,정확한 값 직접 비교,연간,연간,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,단순 좌표,기사 수치 없음,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A00298_10,한은은 올해 연간 성장률 중 건설 투자 부분이 -1.3% 수준일 것으로 봤다.,HOLD,KOSIS_CATALOG_UNAVAILABLE,직접값 확인,직접값 확인,2025-01-23,건설투자,1.3,%,2025,Y,KOSIS 정규 통계표,KOSIS 통계표 검색,KOSIS 통계표 검색 요청을 완료하지 못함,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=OFFICIAL_CATALOG_SEARCH | 최신결과사유=KOSIS_CATALOG_UNAVAILABLE,12개 슬롯 + 통합 원장 진단 규칙,확정,A00298,10,,,,,,DIRECT_VALUE,,,,OFFICIAL_CATALOG_SEARCH,KOSIS_CATALOG_UNAVAILABLE,,,,,,,,,,,1,-1.3%,"[{""mention_id"":""n1"",""expression"":""-1.3%"",""start"":26,""end"":31,""context"":""은 올해 연간 성장률 중 건설 투자 부분이 -1.3% 수준일 것으로 봤다."",""role_status"":""미분류""}]",[],COMPLETE
1,D1 정확한 값·단순 좌표,정확한 값 직접 비교,연간,연간,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,단순 좌표,수치 1개,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A00298_3,작년 연간 경제성장률은 2%로 잠재성장률(2%)을 간신히 지켰다.,HOLD,LOW_SEMANTIC_SCORE,직접값 확인,직접값 확인,2025-01-23,경제성장률,2,%,2024,Y,KOSIS 정규 통계표,공식값 좌표 확정,기사 지표와 공식 통계 개념의 의미 일치도가 부족함,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=SEMANTIC_LOW_SCORE | 최신결과사유=LOW_SEMANTIC_SCORE,12개 슬롯 + 통합 원장 진단 규칙,확정,A00298,3,,,,,"{""claimed_operands"": ""[{'raw': '2%', 'value': 2.0, 'unit': '%'}]""}",DIRECT_VALUE,,,UNDETERMINED,SEMANTIC_LOW_SCORE,LOW_SEMANTIC_SCORE,,,,,,,,,,,2,2% | 2%,"[{""mention_id"":""n1"",""expression"":""2%"",""start"":13,""end"":15,""context"":""작년 연간 경제성장률은 2%로 잠재성장률(2%)을 간신히 지켰다."",""role_status"":""미분류""},{""mention_id"":""n2"",""expression"":""2%"",""start"":23,""end"":25,""context"":""작년 연간 경제성장률은 2%로 잠재성장률(2%)을 간신히 지켰다."",""role_status"":""미분류""}]",[],COMPLETE
1,D1 정확한 값·단순 좌표,정확한 값 직접 비교,분기,분기,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,단순 좌표,수치 3개,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A00308_14,"경제 성장률에 얼마나 영향을 미쳤는지 보여주는 성장기여도는 순수출(수출-수입)이 작년 3분기 -0.8%포인트에서 4분기 0.1%포인트로 올라갔으나, 내수는 0.8%포인트에서 0%포인트로 추락했다.",HOLD,NO_HARD_GUARD_CANDIDATE,직접값 확인,직접값 확인,2025-01-24,수출액,0.8,%p,2024-Q3,Q,KOSIS 정규 통계표,필수 조건 검사,기간·단위·지역 등 필수 조건을 모두 만족하는 공식 통계표 후보가 없음,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=HARD_GUARD_ALIAS | 최신결과사유=NO_HARD_GUARD_CANDIDATE,12개 슬롯 + 통합 원장 진단 규칙,확정,A00308,14,,,,,"{""claimed_operands"": ""[{'raw': '0.1%포인트', 'value': 0.1, 'unit': '%p'}, {'raw': '0.8%포인트', 'value': 0.8, 'unit': '%p'}, {'raw': '0%포인트', 'value': 0.0, 'unit': '%p'}]""}",DIRECT_VALUE,"{""direction"": ""INCREASE""}",,UNDETERMINED,HARD_GUARD_ALIAS,NO_HARD_GUARD_CANDIDATE,,,,,,,,,,,6,3분기 | -0.8%포인트 | 4분기 | 0.1%포인트 | 0.8%포인트 | 0%포인트,"[{""mention_id"":""n1"",""expression"":""3분기"",""start"":48,""end"":51,""context"":""는 성장기여도는 순수출(수출-수입)이 작년 3분기 -0.8%포인트에서 4분기 0.1%포인트로"",""role_status"":""미분류""},{""mention_id"":""n2"",""expression"":""-0.8%포인트"",""start"":52,""end"":60,""context"":""기여도는 순수출(수출-수입)이 작년 3분기 -0.8%포인트에서 4분기 0.1%포인트로 올라갔으나, 내"",""role_status"":""미분류""},{""mention_id"":""n3"",""expression"":""4분기"",""start"":63,""end"":66,""context"":""-수입)이 작년 3분기 -0.8%포인트에서 4분기 0.1%포인트로 올라갔으나, 내수는 0.8"",""role_status"":""미분류""},{""mention_id"":""n4"",""expression"":""0.1%포인트"",""start"":67,""end"":74,""context"":""이 작년 3분기 -0.8%포인트에서 4분기 0.1%포인트로 올라갔으나, 내수는 0.8%포인트에서 0"",""role_status"":""미분류""},{""mention_id"":""n5"",""expression"":""0.8%포인트"",""start"":87,""end"":94,""context"":""4분기 0.1%포인트로 올라갔으나, 내수는 0.8%포인트에서 0%포인트로 추락했다."",""role_status"":""미분류""},{""mention_id"":""n6"",""expression"":""0%포인트"",""start"":97,""end"":102,""context"":""트로 올라갔으나, 내수는 0.8%포인트에서 0%포인트로 추락했다."",""role_status"":""미분류""}]",[],COMPLETE
1,D1 정확한 값·단순 좌표,정확한 값 직접 비교,분기,분기,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,단순 좌표,수치 1개,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A00308_6,그나마 수출이 잘됐던 작년 1분기(1.3%) 덕에 2% 턱걸이를 했다.,HOLD,NO_HARD_GUARD_CANDIDATE,직접값 확인,직접값 확인,2025-01-24,수출액,1.3,%,2024-Q1,Q,KOSIS 정규 통계표,필수 조건 검사,기간·단위·지역 등 필수 조건을 모두 만족하는 공식 통계표 후보가 없음,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=HARD_GUARD_ALIAS | 최신결과사유=NO_HARD_GUARD_CANDIDATE,12개 슬롯 + 통합 원장 진단 규칙,확정,A00308,6,,,,,"{""claimed_operands"": ""[{'raw': '2%', 'value': 2.0, 'unit': '%'}]""}",DIRECT_VALUE,,,UNDETERMINED,HARD_GUARD_ALIAS,NO_HARD_GUARD_CANDIDATE,,,,,,,,,,,3,1분기 | 1.3% | 2%,"[{""mention_id"":""n1"",""expression"":""1분기"",""start"":15,""end"":18,""context"":""그나마 수출이 잘됐던 작년 1분기(1.3%) 덕에 2% 턱걸이를 했다."",""role_status"":""미분류""},{""mention_id"":""n2"",""expression"":""1.3%"",""start"":19,""end"":23,""context"":""그나마 수출이 잘됐던 작년 1분기(1.3%) 덕에 2% 턱걸이를 했다."",""role_status"":""미분류""},{""mention_id"":""n3"",""expression"":""2%"",""start"":28,""end"":30,""context"":""수출이 잘됐던 작년 1분기(1.3%) 덕에 2% 턱걸이를 했다."",""role_status"":""미분류""}]",[],COMPLETE
1,D1 정확한 값·단순 좌표,정확한 값 직접 비교,연간,연간,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,단순 좌표,수치 1개,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A00353_15,"2022년에도 39.1%로, 40% 가까운 이들이 법인 명의로 수입차를 등록했다.",HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,직접값 확인,직접값 확인,2025-01-28,수입액,39.1,%,2022,Y,KOSIS 정규 통계표,필수 조건 검사,공식 구조는 확인했지만 실제 값을 조회할 좌표를 확정하지 못함,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=COORDINATE_GENERAL | 최신결과사유=NO_EVIDENCE_COORDINATE_CANDIDATE,12개 슬롯 + 통합 원장 진단 규칙,확정,A00353,15,,,,,"{""claimed_operands"": ""[{'raw': '40%', 'value': 40.0, 'unit': '%'}]""}",DIRECT_VALUE,,,UNDETERMINED,COORDINATE_GENERAL,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,,,,,,,3,2022년 | 39.1% | 40%,"[{""mention_id"":""n1"",""expression"":""2022년"",""start"":0,""end"":5,""context"":""2022년에도 39.1%로, 40% 가까운 이들이 법"",""role_status"":""미분류""},{""mention_id"":""n2"",""expression"":""39.1%"",""start"":8,""end"":13,""context"":""2022년에도 39.1%로, 40% 가까운 이들이 법인 명의로 수입"",""role_status"":""미분류""},{""mention_id"":""n3"",""expression"":""40%"",""start"":16,""end"":19,""context"":""2022년에도 39.1%로, 40% 가까운 이들이 법인 명의로 수입차를 등록했"",""role_status"":""미분류""}]",[],COMPLETE
1,D1 정확한 값·단순 좌표,정확한 값 직접 비교,연간,연간,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,단순 좌표,수치 1개,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A00354_13,"50년 후 먼 미래가 아니더라도, 불과 25년 후인 2050년에 생산연령인구 1.3명이 고령 인구 1명을 부양해야 한다.",HOLD,NO_HARD_GUARD_CANDIDATE,직접값 확인,직접값 확인,2025-01-28,고령인구 수,1.3,명,2050,Y,KOSIS 정규 통계표,필수 조건 검사,기간·단위·지역 등 필수 조건을 모두 만족하는 공식 통계표 후보가 없음,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=HARD_GUARD_ALIAS | 최신결과사유=NO_HARD_GUARD_CANDIDATE,12개 슬롯 + 통합 원장 진단 규칙,확정,A00354,13,,,,,"{""claimed_operands"": ""[{'raw': '1명', 'value': 1.0, 'unit': '명'}]""}",DIRECT_VALUE,,,UNDETERMINED,HARD_GUARD_ALIAS,NO_HARD_GUARD_CANDIDATE,,,,,,,,,,,5,50년 | 25년 | 2050년 | 1.3명 | 1명,"[{""mention_id"":""n1"",""expression"":""50년"",""start"":0,""end"":3,""context"":""50년 후 먼 미래가 아니더라도, 불과 25년 후"",""role_status"":""미분류""},{""mention_id"":""n2"",""expression"":""25년"",""start"":22,""end"":25,""context"":""50년 후 먼 미래가 아니더라도, 불과 25년 후인 2050년에 생산연령인구 1.3명이 "",""role_status"":""미분류""},{""mention_id"":""n3"",""expression"":""2050년"",""start"":29,""end"":34,""context"":"" 먼 미래가 아니더라도, 불과 25년 후인 2050년에 생산연령인구 1.3명이 고령 인구 1명을"",""role_status"":""미분류""},{""mention_id"":""n4"",""expression"":""1.3명"",""start"":43,""end"":47,""context"":""불과 25년 후인 2050년에 생산연령인구 1.3명이 고령 인구 1명을 부양해야 한다."",""role_status"":""미분류""},{""mention_id"":""n5"",""expression"":""1명"",""start"":55,""end"":57,""context"":""50년에 생산연령인구 1.3명이 고령 인구 1명을 부양해야 한다."",""role_status"":""미분류""}]",[],COMPLETE
1,D1 정확한 값·단순 좌표,정확한 값 직접 비교,연간,연간,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,단순 좌표,수치 1개,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A00368_19,"◇2년 연속 취업자 증가폭 10만명대 그칠 듯 정부도 대내·외 불확실성을 고려해, 올해 경제정책방향을 발표하면서 올해 취업자 수 증가폭을 12만명으로 내다봤다.",HOLD,KOSIS_METADATA_UNAVAILABLE,직접값 확인,직접값 확인,2025-01-29,취업자 수,100000,명,2025,Y,KOSIS 정규 통계표,KOSIS 공식 구조 확인,KOSIS 표의 항목·기간·분류 구조 조회를 완료하지 못함,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=OFFICIAL_METADATA_LOOKUP | 최신결과사유=KOSIS_METADATA_UNAVAILABLE,12개 슬롯 + 통합 원장 진단 규칙,확정,A00368,19,,,,,"{""claimed_operands"": ""[{'raw': '12만명', 'value': 120000.0, 'unit': '명'}]""}",DIRECT_VALUE,"{""direction"": ""INCREASE""}",,UNDETERMINED,OFFICIAL_METADATA_LOOKUP,KOSIS_METADATA_UNAVAILABLE,,,,,,,,,,,3,2년 | 10만명 | 12만명,"[{""mention_id"":""n1"",""expression"":""2년"",""start"":1,""end"":3,""context"":""◇2년 연속 취업자 증가폭 10만명대 그칠 듯 정"",""role_status"":""미분류""},{""mention_id"":""n2"",""expression"":""10만명"",""start"":15,""end"":19,""context"":""◇2년 연속 취업자 증가폭 10만명대 그칠 듯 정부도 대내·외 불확실성을 고려"",""role_status"":""미분류""},{""mention_id"":""n3"",""expression"":""12만명"",""start"":77,""end"":81,""context"":""방향을 발표하면서 올해 취업자 수 증가폭을 12만명으로 내다봤다."",""role_status"":""미분류""}]",[],COMPLETE
