기사번호,문장번호,부모Claim번호,Claim번호,원문,분야,12개항목상태,12개항목공식조회가능,통계표검색시도,항목정보조회시도,기간정보조회시도,현재상태,현재중단단계,현재사유,대표문제,보조문제,다음실행단계,개선전상태,개선전사유,개선후상태,개선후사유,공식통계표,공식값출처,실행횟수,코드버전,데이터버전,기록시각
A00006,18,A00006_18,A00006_18,"전년 대비 월간 수출 증가율은 8월(11%), 9월(7.5%), 10월(4.6%), 11월(1.4%)로 계속 감소 중이었으나, 12월에 6.6%로 반등에 성공한 것이다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,4,35,12,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A01917,6,A01917_6,A01917_6,"27일 통계청의 ‘경제활동인구조사’에 따르면, 평생 대부분을 일한 ‘주된 일자리’를 법적 정년 이후인 60~64세에 그만뒀다는 응답자가 지난해 77만명으로 1년 전(73만2000명)보다 5.2% 늘었다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=MISSING | source_hint=SOURCE,아니오,2,39,7,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A01924,10,A01924_10,A01924_10,"3월 출생아 수만 놓고 봐도 2만1041명으로 전년 동월 대비 6.8% 늘었는데, 3월 기준으로 지난 1993년 3월(8.9%) 이후 32년 만에 최대 상승폭이다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,1,43,23,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A01940,25,A01940_25,A01940_25,올 1~4월 수출량이 14만8728대로 작년 동기 대비 8% 줄었다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=MISSING | source_hint=NOT_APPLICABLE,아니오,1,1,1,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A01940,3,A01940_3,A01940_3,"하지만 지난달부터 트럼프 행정부가 모든 수입차에 25% 관세를 매기면서 핵심 사업에 제동이 걸리게 되자, 한국에서 사업 일부를 축소하기 시작한 것이다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=SOURCE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,1,31,20,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A01953,25,A01953_25,A01953_25,앞서 2023년 종근당은 노바티스와 총 13억500만달러(약 1조7302억원) 규모의 기술 수출 계약을 맺었다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,4,24,13,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A01956,19,A01956_19,A01956_19,"여기에 지난 3월 관세 25%가 매겨지면서, 철강 대미 수출액은 작년 3월에 비해 19.3% 줄어들기도 했다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,6,34,12,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A01956,2,A01956_2,A01956_2,"미 행정부는 지난 3월 12일부터 무역확장법 232조를 근거로 외국에서 수입되는 철강·알루미늄 제품에 품목별 관세 25%를 부과해 왔는데, 이를 내달 4일부터 2배로 올린다는 것이다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,1,20,9,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A01965,1,A01965_1,A01965_1,"지난 4월 한국 수출액이 572억7000만달러로 전년 동월 대비 1.3% 감소하며, 수출 증가율이 4개월 만에 마이너스로 돌아섰다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=SOURCE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,4,35,14,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A01965,12,A01965_12,A01965_12,반도체 수출액은 138억달러로 작년보다 21.2% 증가해 역대 5월 중 최대 실적을 기록했다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,6,29,18,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A01968,6,A01968_6,A01968_6,올해 1분기 중고차 수출액은 지난해보다 31% 증가했다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,4,27,19,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A01986,11,A01986_11,A01986_11,지난 3월 25% 관세를 부과... 철·석같이 믿었는데… 수출 15품목 중 10종 주저앉아 1일 산업통상자원부가 발표한 5월 우리 수출 실적은 최근 한국 경제에 짙게 드리운 불안함을 그대로 보여준다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=SOURCE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=SOURCE,예,4,35,17,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A01986,3,A01986_3,A01986_3,설 연휴 영향을 빼면 ‘수출 마이너스’는 2023년 9월(-4.4%) 이후 사실상 20개월 만에 처음이다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,4,35,16,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A01987,16,A01987_16,A01987_16,최대 수출 품목인 반도체가 전년 동기 대비 14.6% 감소해 마이너스로 돌아섰다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,6,36,17,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A01987,9,A01987_9,A01987_9,"트럼프발(發) 관세의 직격탄을 지난 3월부터 차례로 맞은 철강(-12.4%), 자동차(-4.4%), 자동차 부품(-9.4%)이 뚜렷한 감소세를 나타낸 가운데 국제 유가가 4년 만에 가장 낮은 수준으로 떨어져 단가가 급락한 석유 제품(-20.9%), 석유화학(-20.8%) 등의 수출액이 크게 줄었다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,6,35,14,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A01989,15,A01989_15,A01989_15,작년 대미 철강 수출액은 35억5000만달러(약 4조9000억원)였다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,6,35,13,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02010,6,A02010_6,A02010_6,가격 변동성이 큰 식료품과 에너지 물가를 제외하고 전반적인 물가 수준을 보여주는 근원물가 지수 상승률은 2%로 전월(2.1%) 대비 소폭 내렸다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,1,14,10,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02018,3,A02018_3,A02018_3,4일 통계청은 ‘5월 소비자 물가 동향’에서 지난달 소비자 물가가 전년 동월 대비 1.9% 올랐다고 밝혔다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=SOURCE,예,4,45,45,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02018,6,A02018_6,A02018_6,"이에 가격이 변하면 소비자들이 민감하게 반응하는 144품목만 추려서 작성한 생활 물가는 전년 동월 대비 2.3% 오르며, 올 들어 최저 상승 폭을 보였다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=MISSING | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,아니오,2,28,12,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02022,15,A02022_15,A02022_15,노동투입이 잠재성장률에 기여하는 정도도 2000년대 초반과 비슷한 30% 수준으로 낮아졌다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,1,20,12,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02027,10,A02027_10,A02027_10,지난 3월 12일부터 25% 관세가 붙으며 올 1~4월 대미 철강 수출액이 지난해 같은 기간보다 이미 10%가량 감소한 가운데 50% 관세는 수출 자체를 어렵게 할 것이라는 지적이다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,6,33,18,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02039,21,A02039_21,A02039_21,"앞서 자동차 업계가 관세 영향을 피하기 위해 트럼프 대통령이 당선된 지난해 11월부터 올 3월 사이, 재고 비축에 나서면서 지난해 11월부터 3월 사이 자동차 등 수출은 21% 증가한 바 있다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=MISSING | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,아니오,6,24,11,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02039,8,A02039_8,A02039_8,"수출은 2894억달러로 3월보다 3%(83억달러) 늘어난 반면, 수입은 전월보다 16.3%(684억달러) 줄어든 3510억달러를 기록하며 적자가 크게 줄었다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,4,35,12,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02045,13,A02045_13,A02045_13,"국내총생산(GDP) 대비 비율로 따지면 48.4%로, 지난해 47.4%보다 올라간다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=SOURCE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,2,39,3,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02051,6,A02051_6,A02051_6,"하지만 관세가 붙기 시작한 4월이 되자 수입은 전월보다 16.3% 줄어든 3510억달러로 꺾이고, 적자도 2023년 9월(596억달러) 이후 최저치를 나타낸 것이다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,1,32,16,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02053,46,A02053_46,A02053_46,사람이 탑승하지 않... 착수 6년 만에 '헬기 독립'… 이라크에 1억달러 수출도 지난해 12월 이라크 내무부는 ‘한국의 수리온 헬기’를 도입하는 계약을 체결한다고 소셜미디어를 통해 밝혔다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=SOURCE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,4,24,12,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02096,14,A02096_14,A02096_14,국제 비교 지표인 15∼64세 고용률도 작년보다 0.5%포인트 늘어난 70.5%로 집계됐다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,2,37,16,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02099,1,A02099_1,A02099_1,이달 1~10일 수출이 전년 동월 대비 5.4% 늘었다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=MISSING | calculation=SOURCE | condition=MISSING | source_hint=NOT_APPLICABLE,아니오,4,36,13,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02099,15,A02099_15,A02099_15,작년 6월 1~10 수출액은 전년 동기 대비 4% 감소했다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,4,33,21,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02099,16,A02099_16,A02099_16,1~10일 수입액은 171억8300만달러로 전년 동기(154억1000만달러) 대비 11.5% 뛰었다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=MISSING | source_hint=NOT_APPLICABLE,아니오,1,20,15,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02099,3,A02099_3,A02099_3,"11일 관세청이 발표한 ‘6월 1~10일 수출입 현황’에 따르면, 지난 1~10일 수출액은 154억7500만달러로 전년 동기(146억8400만달러) 대비 5.4% 증가했다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=SOURCE,예,4,24,8,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02099,6,A02099_6,A02099_6,지난 1~10일 반도체 수출액은 36억2900만달러로 전년 동월 대비 22% 뛰었다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,6,18,11,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02111,16,A02111_16,A02111_16,"국회 예산정책처에 따르면, 작년 8월 기준 65세 임금 근로자 61.2%는 비정규직이었고, 70세는 이 비율이 85.1%에 달했다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,3,52,12,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02113,1,A02113_1,A02113_1,이달 1~10일 수출이 전년 동월보다 5.4% 증가했다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=MISSING | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,아니오,4,35,12,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02175,12,A02175_12,A02175_12,"한편, 5월 자동차 수출액은 작년보다 4.4% 감소한 62억 달러로 집계됐다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,6,34,17,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02175,15,A02175_15,A02175_15,5월 초부터 관세 25%가 부과된 자동차 부품 수출 역시 16억6300만달러로 전년 대비 9.4% 감소했다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,6,36,15,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02254,17,A02254_17,A02254_17,출시부터 작년까지 백산수의 연평균 성장률은 16%에 달한다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,1,20,8,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02256,2,A02256_2,A02256_2,관세청에 따르면 지난 1~20일 수출액은 386억7200만달러로 전년 동기 대비 8.3% 증가했다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=SOURCE,예,4,28,21,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02256,3,A02256_3,A02256_3,휴일을 제외한 조업 일수 하루 평균 수출액도 이 기간 27억6000달러로 전년 동기 대비 12.2% 증가했다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,4,18,15,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02266,1,A02266_1,A02266_1,"반도체, 자동차 등 주력 품목 수출이 크게 늘면서 이달 들어 20일까지 우리나라 수출이 전년 동기 대비 8.3% 늘어났다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=SOURCE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,10,33,8,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02280,10,A02280_10,A02280_10,작년 수도권 인구 증가율이 0.43%인 데 반해 비수도권은 오히려 0.29% 감소하면서 수요가 위축되고 있는 것이다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,1,2,2,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
A02291,15,A02291_15,A02291_15,올해 1분기 전국 건설업 성장률은 전년 동기 대비 -12.4%였다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=SOURCE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=MISSING | source_hint=NOT_APPLICABLE,아니오,2,35,18,HOLD,HARD_GUARD,NO_EVIDENCE_COORDINATE_CANDIDATE,COORDINATE,,EVIDENCE_CELL,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,0,,,
