기사번호,문장번호,부모Claim번호,Claim번호,원문,분야,12개항목상태,12개항목공식조회가능,통계표검색시도,항목정보조회시도,기간정보조회시도,현재상태,현재중단단계,현재사유,대표문제,보조문제,다음실행단계,개선전상태,개선전사유,개선후상태,개선후사유,개선판정,재분류결과,재분류사유,다음경로,공식통계표,공식값출처,실행횟수,코드버전,데이터버전,기록시각,최신결과상태,최신결과단계,최신결과사유,최신개선판정,최신자식Claim번호,최신공식조회여부,최신공식통계표,최신공식좌표,최신공식값,최신계산값,최신판정,최신공표확인,최신공식값출처,최신결과출처,최신실행번호,최신기록시각,반영된결과수,남은작업,현재문제묶음,세부문제유형,세부문제설명,해결방법,처리우선순위,대표실행묶음
A00365,3,A00365_3,A00365_3,"떡류 수출액은 2023년 7780만달러로 역대 최대치를 달성한 데 이어, 작년 17.5% 더 늘어나 기록을 경신했다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,4,41,16,HOLD,EVIDENCE_CELL,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,CALCULATION,,CALCULATION,HOLD,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,HOLD,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,UNCHANGED,,,,DT_2KAA806,,1,,,,HOLD,EVIDENCE_CELL,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,UNCHANGED,A00365_3,아니오,DT_2KAA806,ORG=101|TBL=DT_2KAA806|ITM=T10|OBJ=A|MEMBER=대한민국|PRD_SE=Y|PRD_DE=2023,,,UNDETERMINED,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:37:39.811440+00:00,1,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,CALCULATION,CALCULATION_RECORD_HISTORY,역대 최고·최저 비교에 필요한 전체 기간 값 범위를 만들지 못함,공식 제공 시작일부터 기사 기간까지 같은 주기의 전체 이력을 조회해 비교,17,CALCULATION_RECORD_HISTORY-001
A00406,4,A00406_4,A00406_4,"일평균 수출은 전년 동월 대비 7.7% 증가한 25억 달러로, 2022년(25억 달러)에 이어 역대 1월 중 둘째로 높은 수준을 기록했다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,4,34,13,HOLD,EVIDENCE_CELL,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,CALCULATION,,CALCULATION,HOLD,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,HOLD,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,UNCHANGED,,,,DT_145011_A006,,1,,,,HOLD,EVIDENCE_CELL,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,UNCHANGED,A00406_4,아니오,DT_145011_A006,ORG=145|TBL=DT_145011_A006|ITM=T002|OBJ=13999000|MEMBER=데이터|PRD_SE=Y|PRD_DE=2022,,,UNDETERMINED,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:38:18.709612+00:00,1,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,CALCULATION,CALCULATION_RECORD_HISTORY,역대 최고·최저 비교에 필요한 전체 기간 값 범위를 만들지 못함,공식 제공 시작일부터 기사 기간까지 같은 주기의 전체 이력을 조회해 비교,17,CALCULATION_RECORD_HISTORY-001
A00440,14,A00440_14,A00440_14,"다만 건설 수주는 7.2% 증가하면서, 2023년(-18.5%) 이후 1년 만에 증가세로 전환했다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,2,20,17,HOLD,EVIDENCE_CELL,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,CALCULATION,,CALCULATION,HOLD,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,HOLD,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,UNCHANGED,,,,TX_36505_A000,,1,,,,HOLD,EVIDENCE_CELL,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,UNCHANGED,A00440_14,아니오,TX_36505_A000,ORG=365|TBL=TX_36505_A000|ITM=16365AAC7|OBJ=15365AC5|MEMBER=합계|PRD_SE=년|PRD_DE=2023,,,UNDETERMINED,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T22:47:41.560120+00:00,1,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,CALCULATION,CALCULATION_CHANGE_RATE,증감률 계산에 필요한 현재값과 기준값을 확정하지 못함,현재·비교 기간의 공식값 두 개를 확정하고 파이썬 증감률 계산을 실행,9,CALCULATION_CHANGE_RATE-001
A00440,22,A00440_22,A00440_22,"다만 건설 수주는 전년 동월 대비 26% 감소했는데, 사무실·점포 수주가 32% 감소한 모습이었다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,2,20,18,HOLD,EVIDENCE_CELL,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,CALCULATION,,CALCULATION,HOLD,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,HOLD,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,UNCHANGED,,,,TX_36505_A000,,1,,,,HOLD,EVIDENCE_CELL,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,UNCHANGED,A00440_22,아니오,TX_36505_A000,ORG=365|TBL=TX_36505_A000|ITM=16365AAC7|OBJ=15365AC5|MEMBER=합계|PRD_SE=년|PRD_DE=2025,,,UNDETERMINED,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T22:47:41.673122+00:00,1,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,CALCULATION,CALCULATION_CHANGE_RATE,증감률 계산에 필요한 현재값과 기준값을 확정하지 못함,현재·비교 기간의 공식값 두 개를 확정하고 파이썬 증감률 계산을 실행,9,CALCULATION_CHANGE_RATE-001
A00459,11,A00459_11,A00459_11,"지난해 1분기도 건설수주는 전년 같은 기간 대비 15.6% 감소했고, 2분기(20.9%) 들어서야 반등했다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,2,20,10,HOLD,EVIDENCE_CELL,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,CALCULATION,,CALCULATION,HOLD,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,HOLD,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,UNCHANGED,,,,TX_36505_A000,,1,,,,HOLD,EVIDENCE_CELL,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,UNCHANGED,A00459_11,아니오,TX_36505_A000,ORG=365|TBL=TX_36505_A000|ITM=16365AAC7|OBJ=15365AC5|MEMBER=합계|PRD_SE=분기|PRD_DE=2024-Q1,,,UNDETERMINED,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T22:47:53.456517+00:00,1,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,CALCULATION,CALCULATION_CHANGE_RATE,증감률 계산에 필요한 현재값과 기준값을 확정하지 못함,현재·비교 기간의 공식값 두 개를 확정하고 파이썬 증감률 계산을 실행,9,CALCULATION_CHANGE_RATE-001
A00478,1,A00478_1,A00478_1,작년 수출 호조 등에 힘입어 우리나라 경상 수지 흑자가 전년에 비해 3배로 늘었다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=SOURCE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,4,40,14,HOLD,EVIDENCE_CELL,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,CALCULATION,,CALCULATION,HOLD,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,HOLD,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,UNCHANGED,,,,DT_145011_A006,,1,,,,HOLD,EVIDENCE_CELL,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,UNCHANGED,A00478_1,아니오,DT_145011_A006,ORG=145|TBL=DT_145011_A006|ITM=T002|OBJ=13999000|MEMBER=데이터|PRD_SE=Y|PRD_DE=2024,,,UNDETERMINED,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:39:27.557664+00:00,1,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,CALCULATION,CALCULATION_DIFFERENCE,증가·감소량 계산에 필요한 두 공식값을 확정하지 못함,현재값과 기준값을 같은 단위로 조회해 파이썬 차이 계산을 실행,19,CALCULATION_DIFFERENCE-001
A00535,5,A00535_5,A00535_5,제너럴모터스(GM)도 지난달 수출 물량(4만8778대)이 1년 새 23.8% 줄어든 것으로 집계됐다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,4,32,22,HOLD,EVIDENCE_CELL,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,CALCULATION,,CALCULATION,HOLD,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,HOLD,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,UNCHANGED,,,,DT_134001_001,,1,,,,HOLD,EVIDENCE_CELL,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,UNCHANGED,A00535_5,아니오,DT_134001_001,ORG=134|TBL=DT_134001_001|ITM=T002|OBJ=13999000|MEMBER=데이터|PRD_SE=월|PRD_DE=2025-01,,,UNDETERMINED,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:40:54.332043+00:00,1,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,CALCULATION,CALCULATION_CHANGE_RATE,증감률 계산에 필요한 현재값과 기준값을 확정하지 못함,현재·비교 기간의 공식값 두 개를 확정하고 파이썬 증감률 계산을 실행,9,CALCULATION_CHANGE_RATE-001
A00538,15,A00538_15,A00538_15,"지난달 초순에는 수출이 17.9% 줄었는데, 한달만에 증가세로... 강우량 기자 2020년 조선일보에 입사해 사회부를 거쳐 경제부에서 일하고 있습니다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=MISSING | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,아니오,4,24,7,HOLD,EVIDENCE_CELL,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,CALCULATION,,CALCULATION,HOLD,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,HOLD,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,UNCHANGED,,,,DT_134001_001,,1,,,,HOLD,EVIDENCE_CELL,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,UNCHANGED,A00538_15,아니오,DT_134001_001,ORG=134|TBL=DT_134001_001|ITM=T002|OBJ=13999000|MEMBER=데이터|PRD_SE=년|PRD_DE=2020,,,UNDETERMINED,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:41:25.052177+00:00,1,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,CALCULATION,CALCULATION_CHANGE_RATE,증감률 계산에 필요한 현재값과 기준값을 확정하지 못함,현재·비교 기간의 공식값 두 개를 확정하고 파이썬 증감률 계산을 실행,9,CALCULATION_CHANGE_RATE-001
A00544,5,A00544_5,A00544_5,KDI는 “올해 내수 부진이 완화하겠으나 수출 증가세가 둔화하면서 작년(2%)보다 낮은 성장률을 보일 것”이라고 내다 봤다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=MISSING | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,아니오,4,50,17,HOLD,EVIDENCE_CELL,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,CALCULATION,,CALCULATION,HOLD,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,HOLD,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,UNCHANGED,,,,DT_110030_001,,1,,,,HOLD,EVIDENCE_CELL,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,UNCHANGED,A00544_5,아니오,DT_110030_001,ORG=110|TBL=DT_110030_001|ITM=T001|OBJ=13999000|MEMBER=데이터|PRD_SE=Y|PRD_DE=2024,,,UNDETERMINED,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:02:41.569216+00:00,1,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,CALCULATION,CALCULATION_CHANGE_RATE,증감률 계산에 필요한 현재값과 기준값을 확정하지 못함,현재·비교 기간의 공식값 두 개를 확정하고 파이썬 증감률 계산을 실행,9,CALCULATION_CHANGE_RATE-001
A00555,18,A00555_18,A00555_18,"◇버팀목 수출도 옛말, 일평균 수출 6.4% 줄어 작년에 그나마 한국 경제의 버팀목 역할을 했던 수출 실적은 올 들어 크게 주춤하는 모습을 보이고 있다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=SOURCE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=MISSING | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,아니오,4,18,10,HOLD,EVIDENCE_CELL,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,CALCULATION,,CALCULATION,HOLD,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,HOLD,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,UNCHANGED,,,,DT_2KAA806,,1,,,,HOLD,EVIDENCE_CELL,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,UNCHANGED,A00555_18,아니오,DT_2KAA806,ORG=101|TBL=DT_2KAA806|ITM=T10|OBJ=A|MEMBER=대한민국|PRD_SE=Y|PRD_DE=2024,,,UNDETERMINED,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:41:38.870245+00:00,1,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,CALCULATION,CALCULATION_CHANGE_RATE,증감률 계산에 필요한 현재값과 기준값을 확정하지 못함,현재·비교 기간의 공식값 두 개를 확정하고 파이썬 증감률 계산을 실행,9,CALCULATION_CHANGE_RATE-001
A00579,19,A00579_19,A00579_19,"지난달 건설업 취업자는 전년 동월 대비 16만9000명 감소하면서, 지난 2013년 관련 통계 작성 이래 최대 감소폭을 보였다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,2,56,20,HOLD,EVIDENCE_CELL,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,CALCULATION,,CALCULATION,HOLD,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,HOLD,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,UNCHANGED,,,,DT_1DA7E06S_NEW,,1,,,,HOLD,EVIDENCE_CELL,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,UNCHANGED,A00579_19,아니오,DT_1DA7E06S_NEW,ORG=101|TBL=DT_1DA7E06S_NEW|ITM=T30|OBJ=I|MEMBER=계|PRD_SE=년|PRD_DE=2013,,,UNDETERMINED,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T22:50:07.565254+00:00,1,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,CALCULATION,CALCULATION_RECORD_HISTORY,역대 최고·최저 비교에 필요한 전체 기간 값 범위를 만들지 못함,공식 제공 시작일부터 기사 기간까지 같은 주기의 전체 이력을 조회해 비교,17,CALCULATION_RECORD_HISTORY-001
A00579,9,A00579_9,A00579_9,이 덕분에 지난달 65세 이상 고령층 취업자만 33만8000명 늘었다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=SOURCE | dimension=SOURCE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,4,37,27,HOLD,EVIDENCE_CELL,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,CALCULATION,,CALCULATION,HOLD,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,HOLD,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,UNCHANGED,,,,DT_1DA7024S,,1,,,,HOLD,EVIDENCE_CELL,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,UNCHANGED,A00579_9,아니오,DT_1DA7024S,"ORG=101|TBL=DT_1DA7024S|ITM=T30|OBJ=B|MEMBER=계|PRD_SE=월|PRD_DE=2025-01|DIMS=B:계,G:65세 이상",,,UNDETERMINED,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T22:49:47.608498+00:00,1,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,CALCULATION,CALCULATION_DIFFERENCE,증가·감소량 계산에 필요한 두 공식값을 확정하지 못함,현재값과 기준값을 같은 단위로 조회해 파이썬 차이 계산을 실행,19,CALCULATION_DIFFERENCE-001
A00622,3,A00622_3,A00622_3,작년 수입액은 직전 최대치였던 2018년(13억3200만달러)보다도 8.6% 많다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,1,39,14,HOLD,EVIDENCE_CELL,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,CALCULATION,,CALCULATION,HOLD,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,HOLD,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,UNCHANGED,,,,DT_145011_A006,,1,,,,HOLD,EVIDENCE_CELL,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,UNCHANGED,A00622_3,아니오,DT_145011_A006,ORG=145|TBL=DT_145011_A006|ITM=T001|OBJ=13999000|MEMBER=데이터|PRD_SE=Y|PRD_DE=2018,,,UNDETERMINED,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:43:29.873001+00:00,1,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,CALCULATION,CALCULATION_RECORD_HISTORY,역대 최고·최저 비교에 필요한 전체 기간 값 범위를 만들지 못함,공식 제공 시작일부터 기사 기간까지 같은 주기의 전체 이력을 조회해 비교,17,CALCULATION_RECORD_HISTORY-001
A00673,12,A00673_12,A00673_12,전체 국세 수입 중 근로소득세 비율... 신선 과일 수입액 14억달러 '역대 최대' 작년 오렌지·파인애플 등 신선 과일 수입액이 14억달러(약 2조220억원)를 넘어서 역대 최대를 기록했다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,1,21,19,HOLD,EVIDENCE_CELL,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,CALCULATION,,CALCULATION,HOLD,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,HOLD,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,UNCHANGED,,,,DT_145011_A006,,1,,,,HOLD,EVIDENCE_CELL,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,UNCHANGED,A00673_12,아니오,DT_145011_A006,ORG=145|TBL=DT_145011_A006|ITM=T001|OBJ=13999000|MEMBER=데이터|PRD_SE=Y|PRD_DE=2024,,,UNDETERMINED,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:45:14.742779+00:00,1,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,CALCULATION,CALCULATION_RECORD_HISTORY,역대 최고·최저 비교에 필요한 전체 기간 값 범위를 만들지 못함,공식 제공 시작일부터 기사 기간까지 같은 주기의 전체 이력을 조회해 비교,17,CALCULATION_RECORD_HISTORY-001
A00840,3,A00840_3,A00840_3,"6일 통계청이 발표한 ‘2월 소비자물가 동향’에 따르면, 지난달 소비자물가지수는 116.08로 전년 동월 대비 2% 상승했다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=MISSING | calculation=SOURCE | condition=SOURCE | source_hint=SOURCE,아니오,2,9,4,HOLD,EVIDENCE_CELL,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,CALCULATION,,CALCULATION,HOLD,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,HOLD,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,UNCHANGED,,,,DT_1J22009,,1,,,,HOLD,EVIDENCE_CELL,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,UNCHANGED,A00840_3,아니오,DT_1J22009,ORG=101|TBL=DT_1J22009|ITM=T|OBJ=D|MEMBER=총지수|PRD_SE=월|PRD_DE=2025-02,,,UNDETERMINED,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:16:36.247608+00:00,1,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,CALCULATION,CALCULATION_CHANGE_RATE,증감률 계산에 필요한 현재값과 기준값을 확정하지 못함,현재·비교 기간의 공식값 두 개를 확정하고 파이썬 증감률 계산을 실행,9,CALCULATION_CHANGE_RATE-001
A00849,6,A00849_6,A00849_6,"1억원 넘는 수입 법인차 구매(3만5320대)가 재작년 대비 31% 안팎 줄어든 상황에서, 50대가 시장 침체를 막는 소비층으로 부상한 것이다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,1,20,7,HOLD,EVIDENCE_CELL,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,CALCULATION,,CALCULATION,HOLD,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,HOLD,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,UNCHANGED,,,,DT_145011_A006,,1,,,,HOLD,EVIDENCE_CELL,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,UNCHANGED,A00849_6,아니오,DT_145011_A006,ORG=145|TBL=DT_145011_A006|ITM=T001|OBJ=13999000|MEMBER=데이터|PRD_SE=Y|PRD_DE=2024,,,UNDETERMINED,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:47:44.701405+00:00,1,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,CALCULATION,CALCULATION_CHANGE_RATE,증감률 계산에 필요한 현재값과 기준값을 확정하지 못함,현재·비교 기간의 공식값 두 개를 확정하고 파이썬 증감률 계산을 실행,9,CALCULATION_CHANGE_RATE-001
A00983,1,A00983_1,A00983_1,0 작년 말 한국의 국내총생산(GDP) 대비 가계 부채 비율이 91.7%로 집계됐다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=SOURCE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,2,39,16,HOLD,EVIDENCE_CELL,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,CALCULATION,,CALCULATION,HOLD,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,HOLD,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,UNCHANGED,,,,DT_2KAA602,,1,,,,HOLD,EVIDENCE_CELL,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,UNCHANGED,A00983_1,아니오,DT_2KAA602,ORG=101|TBL=DT_2KAA602|ITM=T10|OBJ=A|MEMBER=대한민국|PRD_SE=Y|PRD_DE=2024,,,UNDETERMINED,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:03:07.278240+00:00,1,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,CALCULATION,CALCULATION_CHANGE_RATE,증감률 계산에 필요한 현재값과 기준값을 확정하지 못함,현재·비교 기간의 공식값 두 개를 확정하고 파이썬 증감률 계산을 실행,9,CALCULATION_CHANGE_RATE-001
A01435,6,A01435_6,A01435_6,수입은 340억 달러로 지난해 같은 기간 대비 11.8% 감소했다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,1,20,8,HOLD,EVIDENCE_CELL,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,CALCULATION,,CALCULATION,HOLD,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,HOLD,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,UNCHANGED,,,,DT_134007_2021_B005,,1,,,,HOLD,EVIDENCE_CELL,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,UNCHANGED,A01435_6,아니오,DT_134007_2021_B005,ORG=134|TBL=DT_134007_2021_B005|ITM=T001|OBJ=A|MEMBER=합계|PRD_SE=Y|PRD_DE=2024,,,UNDETERMINED,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:58:18.725387+00:00,1,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,CALCULATION,CALCULATION_CHANGE_RATE,증감률 계산에 필요한 현재값과 기준값을 확정하지 못함,현재·비교 기간의 공식값 두 개를 확정하고 파이썬 증감률 계산을 실행,9,CALCULATION_CHANGE_RATE-001
