Claim번호,기사번호,문장번호,기사일,원문,원래시점,복구시점,개선전상태,개선후상태,복구판정,복구사유
A00753_5,A00753,5,2025-02-27,반도체는 한국 전체 수출의 16% 정도를 차지하는 수출 1위 품목이다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00767_34,A00767,34,2025-02-28,"수출로 벌어들인 상품수지 흑자(1000억달러)만큼의 효자는 아직 아니지만, 고질적인 서비스수지 적자(237억달러)를 충분히 메울 정도는 됐다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00774_9,A00774,9,2025-03-01,"최대 수출 품목인 반도체는 범용 메모리 고정 가격이 급락하면서 감소했지만, 자동차는 17.8% 증가하며 4개월 만에 플러스 성장을 나타냈다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00774_14,A00774,14,2025-03-01,지역별로는 대미(對美) 수출이 1% 증가한 99억달러로 1월에 이어 대중 수출을 웃돌았다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00774_15,A00774,15,2025-03-01,대중 수출은 1.4% 감소한 95억달러를 나타냈다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00843_11,A00843,11,2025-03-06,실제 한국 10대 수출 품목 중 8개가 20년째 그대로다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00849_10,A00849,10,2025-03-07,고가 수입차 시장이 최근 가족 단위 이용에 적합한 ‘패밀리카’ 위주로 변하고 있단 점도 상대적으로 50대 구매가 늘어나는 원인으로 꼽힌다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00849_14,A00849,14,2025-03-07,"불과 5년 전만 해도 1억 이상 수입차 ‘톱5′ 중 3개가 세단이었는데, 고가 수입차도 갈수록 여행처럼 가족 단위 활동에 적합한 차종으로 변해가고 있는 것이다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00852_1,A00852,1,2025-03-07,관세청 서울본부세관이 수입 파크골프채에 대한 원산지 표시 위반 행위를 집중 단속해 90억원 상당의 물품을 적발했다고 7일 밝혔다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00852_2,A00852,2,2025-03-07,관세청은 최근 고령층을 중심으로 파크골프 인구가 100만명을 넘어서는 등 관련 용품에 대한 수요가 급증하면서 집중 단속을 실시했다고 밝혔다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00852_5,A00852,5,2025-03-07,"대외무역관리규정 제86조에 따르면, 수입 원료를 사용한 국내 생산 물품의 경우, 국내 제조 원가 비율이 일정 비율(51%) 이상을 충족한 경우에만 원산지를 국산으로 표시할 수 있지만, 일부 업체는 기준을 미충족했지만 원산지를 국산으로 거짓 표시한 것이다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00856_13,A00856,13,2025-03-07,"에너지 가격 하락으로 석탄·가스·원유 등 원자재 수입이 9.8% 줄었고, 곡물(-22.7%), 승용차(-8.2%) 등 소비재 수입도 감소했다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00889_12,A00889,12,2025-03-10,"국내 판매량을 뜻하는 내수 출하는 11.8% 줄었으며, 외국에 판매하는 수출 출하는 1.2% 감소했다.",,,HUMAN_REVIEW,HUMAN_REVIEW,보류,UNSAFE_EXPLICIT_MONTH
A00899_27,A00899,27,2025-03-11,생산량의 95%를 수출하는 한국GM의 존립도 위태롭다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00904_2,A00904,2,2025-03-11,"조업일수를 고려한 일평균 수출액도 12.3% 늘었지만, 수입이 더 큰 폭으로 늘어나며 무역수지 적자는 7억달러가량 확대된 것으로 파악됐다.",,,HUMAN_REVIEW,HUMAN_REVIEW,보류,UNSAFE_EXPLICIT_MONTH
A00904_7,A00904,7,2025-03-11,"선박(55.2%)과 승용차(6.2%), 무선통신기기(16.5%) 등 수출이 늘었지만, 자동차부품(-7.6%)과 철강(-7.8%) 등 수출은 감소세를 보였다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00904_13,A00904,13,2025-03-11,"수입 증가폭이 수출 증가폭을 상회하면서, 무역수지는 20조4600만달러 적자를 기록했다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00914_14,A00914,14,2025-03-12,"GM이 7000만원이 넘는 쉐보레 콜로라도와 1억원 안팎인 GMC 시에라를 수입했지만, 고가 모델 위주로만 일부 수입되는 데 그쳐 대안이 되긴 어려웠다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00914_16,A00914,16,2025-03-12,한 자동차 업계 관계자는 “3000만원대 후반부터 시작하는 타스만은 최고급 모델에 옵션까지 더하면 6000만원 안팎 수준”이라며 “쉐보레 콜로라도 등 수입 픽업트럭에 관심을 갖던 소비자들까지 타스만이 흡수하는 현상이 감지된다”고 말했다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00953_25,A00953,25,2025-03-15,또 커피와 코코아를 수입할 때는 부가세 10%도 면세해준다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00959_7,A00959,7,2025-03-15,"통상 국제 유가 변동은 2~3주 뒤 국내에 반영되는데, 지난주 수입 원유 가격 기준인 두바이유는 직전 주보다 0.1달러 내린 1배럴당 71.2달러였다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00970_2,A00970,2,2025-03-16,그러나 우리나라 최대 수출품인 반도체 수출액은 1년 전보다 3% 감소한 것으로 나타났다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00970_5,A00970,5,2025-03-16,"반도체(-3%)와 디스플레이(-5.1%) 수출은 감소했지만, 휴대폰(33.3%), 컴퓨터·주변기기(26.9%), 통신장비(74.1%) 수출은 늘었다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00970_19,A00970,19,2025-03-16,"반도체(5.2%), 컴퓨터·주변기기(3.5%), 휴대폰(8.6%) 수입이 늘었고, 최근 국내 기업들의 AI 서버 및 GPU 투자 확대로 중대형 컴퓨터(3.3%)와 멀티미디어카드(41.6%) 수입도 증가했다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A00977_10,A00977,10,2025-03-17,25% 관세 부과가 현실화되면 수출 가격 경쟁력이 급격히 훼손되며 이제 막 자리를 잡는 제네시스의 판매가 타격을 입게 된다는 것이다.,,,HUMAN_REVIEW,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A01010_12,A01010,12,2025-03-19,"관세청에 따르면 보세 공장 156개, 종합 보세 구역 73개, 자유무역지역제도(FTZ, 485개) 등으로 나뉜다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A01010_21,A01010,21,2025-03-19,"관세청은 이 같은 규제 개혁을 추진하게 된 배경에 대해 “반도체, 조선, 디스플레이 등 첨단, 핵심 산업의 보세 가공 제도 활용 수출 비율이 90% 수준으로 매우 높다”며 “수출 환경 변화와 국가 간 주도권 경쟁 심화 등으로 과감한 규제 혁신 요구가 있어 왔다”고 했다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A01010_22,A01010,22,2025-03-19,"관세청에 따르면 반도체와 조선, 바이오가 보세 가공을 활용해 수출하는 비율은 각각 93%, 92%, 96%로 매우 높은 것으로 조사됐다.",,,HUMAN_REVIEW,HUMAN_REVIEW,보류,UNSAFE_EXPLICIT_MONTH
A01037_3,A01037,3,2025-03-21,"관세청이 21일 발표한 ‘3월 1~20일 수출입 현황’에 따르면, 3월 1~20일 수출액은 355억달러로 1년 전 대비 4.5% 증가했다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A01037_4,A01037,4,2025-03-21,"이 같은 수출액 증가는 반도체(11.6%)와 승용차(3.7%), 선박(80.3%) 등 국내 주력 수출 품목이 호조세를 보인 데 따른 것이었다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A01037_7,A01037,7,2025-03-21,수출액이 수입액을 웃돌면서 이 기간 무역수지는 11억 달러 흑자를 기록했다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A01076_9,A01076,9,2025-03-24,"또 민생경제점검회의를 열고 4조8000억원 규모 서민정책금융 지원방안과 철도 지하화 사업 추진 등을 발표했고, 수출전략회의를 거쳐 366조원 규모 무역금융 투입 방안도 내놨다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A01097_5,A01097,5,2025-03-26,"메르세데스-벤츠 EQA, BMW iX1 등 다른 수입차 브랜드에서 선보인 전기 SUV와 비교하면 최대 1500만원 이상 저렴한 수준이다.",,,HUMAN_REVIEW,HUMAN_REVIEW,보류,UNSAFE_EXPLICIT_MONTH
A01103_5,A01103,5,2025-03-26,"여성 비율도 31.9%(772명)로, 수입 전기차 평균(23.1%)보다 크게 높았다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A01103_20,A01103,20,2025-03-26,여러 수입 경쟁 모델들의 국고 보조금 총액이 100만~300만원대에 그친 것과 대조적이다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A01120_5,A01120,5,2025-03-28,◇대미 수출에 직격탄 자동차는 우리나라 대미(對美) 수출 1위 품목이다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A01120_15,A01120,15,2025-03-28,한 업계 관계자는 “이들 소형 SUV의 마진율은 한 자릿수”라며 “25% 관세가 붙으면 수출 길이 막힐 수밖에 없고 경영 전략을 다 새로 짜야 할 것”이라고 했다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A01180_18,A01180,18,2025-04-01,이미 25% 관세가 시행 중인 철강 업계는 상호 관세 부과로 관세가 40~50%에 이르면 수출이 어려워질 것이라는 분위기다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A01185_19,A01185,19,2025-04-02,"10개 경기 지표에는 소매판매액지수, 수출·수입액, 설비투자지수 등이 포함된다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A01188_3,A01188,3,2025-04-02,"관세청과 해경청은 정보 입수 직후 해당 선박에 대한 합동 검색 작전을 수립해, 서울세관 및 동해해경청 마약 수사 요원 90명, 세관 마약 탐지견 2팀 등 대규모 합동 검색팀을 구성했다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A01188_7,A01188,7,2025-04-02,"관세청 관계자는 “가액은 5000억원, 200만명이 동시 투약이 가능할 정도로 많은 규모”라고 했다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A01194_6,A01194,6,2025-04-02,"정부는 현재 네 품목에 대해 할당관세(관세율 0%)를 적용하고 있고, 배추와 무는 직접 수입도 하고 있다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A01201_10,A01201,10,2025-04-03,관세청 관계자는 “적발 가액만 5000억원이고 200만명이 동시에 투약이 가능할 정도로 많은 규모”라고 말했다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A01269_21,A01269,21,2025-04-08,"◇수출로 먹고살던 아시아, 관세 전쟁에 피 흘렸다 이날 국내 유가증권 시장에서 외국인은 2조915억원을 순매도했다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A01277_12,A01277,12,2025-04-09,권성동 국민의힘 원내대표는 “기존 10조원 규모의 추경 계획을 재검토해서 수출 기업에 대한 지원을 대폭 확대하고 경기 침체에 선제적으로 대응할 내수 진작 예산을 과감히 늘리기를 바란다”며 “국민 안전을 위한 예산도 (추경안에) 반드시 포함해야 한다”고 했다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A01284_7,A01284,7,2025-04-09,자동차 부품 수출액도 82억달러에 달한다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A01284_21,A01284,21,2025-04-09,"수출 시장 확대를 위해 관세 대응 수출 바우처도 2400억원에서 1000억원 확대 편성하고, 무역보험 한도도 최대 2배 확대하기로 했다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A01284_22,A01284,22,2025-04-09,무역보험 가입 시 단기 수출 보험료는 60% 할인 적용한다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A01303_8,A01303,8,2025-04-11,"주요 품목별로는 반도체(32%)와 승용차(11.9%) 등 핵심 수출 품목의 수출 실적이 크게 늘었고, 자동차 부품 수출(10.5%)도 증가했다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A01319_15,A01319,15,2025-04-12,"패키지에는 2조원 규모의 긴급 정책금융 추가 공급, 관세 피해 기업에 대한 조세 부담 완화, 전기차 보조금의 확대 및 기간 연장, 수출 기업 지원 확대 및 투자 환경 개선 등이 포함됐다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A01330_2,A01330,2,2025-04-13,트럼프 정부가 수입 철강 제품에 대해 25% 관세를 매기는 것과 관련한 조치 중 하나인 것이란 해석이 나온다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A01374_7,A01374,7,2025-04-16,"통상·AI 지원책과 관련해 최 부총리는 “(추경 재원을 활용해) 정책 자금 25조원을 신규로 공급하고, 수출 바우처 지원 기업도 2배 이상 늘리겠다”며 “AI·반도체 등 첨단 산업 관련 인프라·금융 연구·개발(R&D) 등에도 2조원 이상 재정 지원을 확대하겠다”고 했다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A01399_9,A01399,9,2025-04-18,"수출입은행과 산업은행, 중소벤처기업진흥공단 등을 통해 수출기업 대상 저리 대출 프로그램을 15조원 추가 공급하고, 관세 피해 보증·보험도 10조2000억원 늘리겠다는 것이다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A01399_11,A01399,11,2025-04-18,"수출 기업들이 마케팅이나 컨설팅, 운송 등에 쓸 수 있는 수출바우처도 지원 대상을 3290개사에서 8058개사로 늘리고 관세대응바우처를 신설하기로 했다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A01409_11,A01409,11,2025-04-19,수입 원유가격 기준인 두바이유는 배럴당 66.9달러로 직전 주보다 2.5 상승했다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A01410_5,A01410,5,2025-04-19,"주력 상품인 자동차 수출이 11.2% 감소했고, 기타기계류(-50.9%), 건설기계(-29.4%), 철강판(-26.5%) 등 품목의 수출도 줄었다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A01426_13,A01426,13,2025-04-20,수입 보험료는 13조185억원으로 1.9% 감소했다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A01435_7,A01435,7,2025-04-21,수출액이 수입액을 밑돌면서 이 기간 무역 수지는 1억 달러 적자를 기록했다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A01435_14,A01435,14,2025-04-21,"특히 4월 1~10일까지는 대미 수출이 0.6% 감소에 불과했지만, 기간을 늘리자 14.3% 감소로 감소 폭이 급격히 늘었다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A01435_16,A01435,16,2025-04-21,"품목별 수입은 반도체장비(+9.8%), 정밀기기(+2.9%) 등에서 증가했고, 원유(-29.5%), 반도체(-2%) 등 수입은 감소했다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A01436_7,A01436,7,2025-04-21,"이 밖에 트렌비와 발란이 온라인 쇼핑몰에서 제조자, 제조국, 수입자 등 상품 판매 정보를 빠뜨린 것에 대해 공정위는 금지 명령과 과태료 100만원씩의 제재를 내렸다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A01455_1,A01455,1,2025-04-22,이달 1~20일 대미(對美) 수출이 14.3% 급감했다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A01492_5,A01492,5,2025-04-25,"“한국에서 수입하는 알루미늄, 철강, 자동차에 25% 세율의 품목별 관세가 붙었다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A01539_14,A01539,14,2025-04-29,1만달러를 돌파한 1994년엔 저금리·저유가·저달러 3저(低) 호황이 뒷받침된 수출 입국 정신과 1988년 서울올림픽의 성공적인 개최를 바탕으로 한 자신감이 자리 잡고 있었다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A01555_9,A01555,9,2025-04-30,하지만 수출은 소폭(1.8%) 늘어난 데 반해 수입액이 41.3%나 급증하면서 GPD를 끌어내리는 데 가장 큰 요인이 됐다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A01641_4,A01641,4,2025-05-07,국회예산정책처(예정처)는 기본 공제를 200만원으로 늘릴 경우 소득세 세수(세금 수입)가 내년부터 5년간 26조4657억원 감소할 것으로 추산했다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A01641_10,A01641,10,2025-05-07,"예정처는 개정안을 시행하면 직장인들이 내는 근로소득세 수입은 5년간 평균 3조1060억원씩 줄어들고, 자영업자나 투잡·스리잡 근로자가 내는 종합소득세 수입은 2조1871억원씩 줄어들 것으로 추산했다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A01679_7,A01679,7,2025-05-10,반도체 수출이 1개월 만에 반등하고 컴퓨터 수출도 늘면서 수출(593억1000만달러)은 1년 전보다 2.2% 증가했다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A01679_8,A01679,8,2025-05-10,수입(508억2000만달러)은 2.3% 증가했다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A01679_9,A01679,9,2025-05-10,"에너지 가격 하락으로 석탄(-34.6%), 석유제품(-15.1%) 등 원자재 수입은 줄었지만, 반도체 제조 장비(85.1%) 등 자본재 수입이 증가했다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A01679_11,A01679,11,2025-05-10,앞서 산업통상자원부는 경상수지를 좌우하는 무역수지 흑자가 4월에 48억8000만달러로 3월(49억8000만달러)보다 소폭 줄었다고 밝힌 바 있다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A01708_4,A01708,4,2025-05-12,조업일수를 고려한 일평균 수출액은 25억7000만달러로 1.0% 감소했다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A01708_7,A01708,7,2025-05-12,"그러나 승용차는 23.2%, 석유 제품은 36.5%로 수출이 큰 폭으로 감소했고, 선박 역시 8.7% 감소했다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A01708_15,A01708,15,2025-05-12,수입액이 수출액을 웃돌면서 무역수지는 17억 달러 적자를 기록했다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A01710_8,A01710,8,2025-05-12,특히 4월 대미 수출은 관세 부과 대상 품목인 자동차와 철강을 중심으로 1년 새 6.7% 줄었고 일평균 수출은 10.6% 감소했다.,,2025년 4월,HOLD,HOLD,보류,MISSING_REQUIRED_SLOTS:comparison
A01719_1,A01719,1,2025-05-13,관세청은 12일 이달 들어 대미 수출이 30.4% 급감했다고 밝혔다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A01747_11,A01747,11,2025-05-15,KDI 관계자는 “(25%의) 상호 관세 유예가 종료되거나 주력 수출품인 전자 제품에 높은 품목별 관세가 부과될 경우 수출 부진이 심화될 수 있다”고 했다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A01825_1,A01825,1,2025-05-21,BMW코리아가 올 1~4월 SUV(스포츠유틸리티차) 국내 수입차 브랜드 중 처음으로 판매량 1만대를 넘어섰다.,,,HUMAN_REVIEW,HUMAN_REVIEW,보류,UNSAFE_EXPLICIT_MONTH
A01825_3,A01825,3,2025-05-21,"한국수입자동차협회(KAIDA)에 따르면, BMW코리아는 올 1~4월 SUV 총 1만770대를 판매했다.",,,HUMAN_REVIEW,HUMAN_REVIEW,보류,UNSAFE_EXPLICIT_MONTH
A01825_6,A01825,6,2025-05-21,같은 기간 2181대(20.3%)를 판매해 수입 프리미엄 SUV 단일 모델 중에선 가장 판매량이 많았다.,,,HUMAN_REVIEW,HUMAN_REVIEW,보류,UNSAFE_EXPLICIT_MONTH
A01932_13,A01932,13,2025-05-29,"다른 국가와 같은 10% 기본관세를 적용받고 있지만, 우리 주력 수출품인 자동차에는 25%의 품목관세가 부과되고 있어 대미 수출이 감소하고 있다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A01953_24,A01953,24,2025-05-31,노바티스에 기술 수출한 종근당은 임상 2상 진입을 계기로 기술료 500만달러를 수령한다고 지난 29일 공시했다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A01965_2,A01965,2,2025-06-01,"수출 효자 상품인 반도체 수출이 21% 넘게 늘어나며 역대 5월 최고 실적을 기록했지만, 트럼프 미 행정부의 고액 관세 정책 영향으로 대미 수출이 8% 넘게 줄었다.",,2025년 5월,HOLD,HOLD,보류,TARGET_VALUE_NOT_IN_SOURCE_SENTENCE
A01965_8,A01965,8,2025-06-01,"주요 국가별 수출을 보면, 대미 수출이 100억달러로 8.1% 감소했다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A01968_8,A01968,8,2025-06-01,"국내 중고차 수출액이 2년 새 2배 규모가 됐고, 이러한 수출 수요의 급증이 중고차 가격 상승을 견인하는 모습이다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A01986_9,A01986,9,2025-06-02,업계에서는 “50% 관세율을 감수한 대미 철강 수출은 사실상 불가능하다”는 목소리가 나온다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A01987_18,A01987,18,2025-06-02,"과거 대표적 대중 수출 품목이었던 석유화학과 일반 기계도 각각 11.4%, 13.6% 감소했다.",,,HUMAN_REVIEW,HUMAN_REVIEW,보류,UNSAFE_EXPLICIT_MONTH
A02028_1,A02028,1,2025-06-05,K방산이 필리핀에 7억달러(약 1조원) 규모 국산 다목적 전투기 추가 수출을 따냈다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02028_7,A02028,7,2025-06-05,수출 규모로는 12조원 안팎이다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02028_34,A02028,34,2025-06-05,"천궁II는 사우디아라비아, 아랍에미리트(UAE), 이라크 중동 3국에 약 12조원어치 수출을 성사시켰다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02099_17,A02099,17,2025-06-11,"반도체(15.2%)와 기계류(16.8%), 가스(36%) 등 주요 수출품목들이 일제히 증가한 영향이다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02099_19,A02099,19,2025-06-11,"수입 증가폭이 수출 증가폭을 앞지르면서, 1~10일 무역수지는 17억800만달러 적자를 보였다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02106_8,A02106,8,2025-06-11,전체 수입량의 12%에 달한다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02130_4,A02130,4,2025-06-13,"원유 수요의 약 70%, 액화천연가스(LNG)의 약 30%를 중동 지역에서 수입하는 현실에서 에너지 확보에 문제가 생길 수 있다는 관측도 제기된다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02130_14,A02130,14,2025-06-13,"한국무역협회에 따르면 국제 유가가 10% 상승하면 우리 수출은 0.32% 줄고, 수입은 2.38% 늘어난다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02132_27,A02132,27,2025-06-13,"다만 대미 수출 1위 품목인 자동차에 관세 25%가 4월부터 붙고 있고, 철강 관세가 이달 들어 50%로 오르며 사실상 대미 수출이 막힌 상황에서 마냥 시간을 늦출 수는 없다는 지적도 나온다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02256_4,A02256,4,2025-06-23,"반도체와 승용차 등 주력 수출 품목이 각각 21.8%, 9.2% 늘어난 영향이 컸다.",,,HUMAN_REVIEW,HUMAN_REVIEW,보류,UNSAFE_EXPLICIT_MONTH
A02256_8,A02256,8,2025-06-23,이 기간 수입액은 360억6100만달러로 1년 전 대비 5.3% 증가했다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02256_9,A02256,9,2025-06-23,수출액이 수입액을 웃돌아 26억2100만달러의 무역 흑자가 발생했다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02330_10,A02330,10,2025-06-29,"수입 원유 가격 기준인 두바이유는 전주보다 배럴당 5.2달러 내린 70달러였고, 국제 휘발유 가격은 4.1달러 하락한 81.4달러, 국제 자동차용 경유 가격은 5.5달러 하락한 89.1달러로 집계됐다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02371_36,A02371,36,2025-07-02,"▲야생동물 영업 허가제도 시행 =월 평균 10개체 이상의 야생동물을 판매하거나 수입, 생산·위탁관리 영업을 하고자 하는 이는 12월부터 지방자치단체장 허가를 받아야 한다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02377_2,A02377,2,2025-07-02,구체적인 계약 규모는 밝히지 않았지만 방산 업계 안팎에선 K2 전차 총 180대를 67억달러(약 9조원)에 수출하는 것으로 알려졌다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02377_6,A02377,6,2025-07-02,"특히 이번에는 수출 물량은 같지만 계약 금액은 2배 가까이 커지면서, 우리 방위산업이 한층 더 ‘진화’했다는 평가가 나온다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02377_36,A02377,36,2025-07-02,"총 180대, 9조원 규모 계약으로 K방산 수출 금액... K방산, 대포 넘어 전투기로… 6국에 150여대 수출 K방산이 필리핀에 7억달러(약 1조원) 규모 국산 다목적 전투기 추가 수출을 따냈다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02388_8,A02388,8,2025-07-03,아이스크림(23.1%)과 소스류(18.4%)의 수출 증가율도 높았다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02491_6,A02491,6,2025-07-11,수출에서 수입을 뺀 무역 수지는 6억달러 적자를 기록했다.,,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02494_9,A02494,9,2025-07-11,"류성원 한경협 팀장은 “이미 25% 관세가 붙고 있는 자동차와 자동차 부품 등에 대한 품목별 관세가 유지되고, 트럼프 대통령이 8월 1일부터 부과하겠다고 통보한 25% 상호 관세가 시행되면 국내 기업들의 대미 수출은 더욱 어려워질 것”이라고 말했다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02494_26,A02494,26,2025-07-11,"트럼프 대통령은 지난 7일 한국을 포함한 14국에 대해 8월 1일부터 상호 관세 25%를 매기겠다고 한 데 이어, 8일엔 한국의 수출 1위 품목인 반도체에도 관세를 부과하겠다는 방침을 재확인했다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
A02535_5,A02535,5,2025-07-14,"지난주 국내 수입 원유 가격의 기준인 두바이유는 전주보다 1.8달러 오른 70.7달러를 나타냈고, 국제 휘발유 가격은 0.5달러 상승한 78.8달러, 국제 자동차용 경유는 2.3달러 오른 90.6달러였다.",,,HOLD,HOLD,보류,UNSAFE_EXPLICIT_MONTH
