Claim번호,검증집합,원문,기존실패사유,검색지표,측정종류,기사값,단위,기준시점,주기,지역,대상집단,차원조건JSON,검색어JSON,명세준비상태,명세차단사유,파생Claim수,통계개념연결상태,공식통계표검색상태,KOSIS구조정보상태,필수조건검사상태,후보의미비교상태,근거좌표확정상태,공식값조회상태,최종판정단계상태,통계표후보수,근거좌표수,공식값수,공식근거수,최종경로,최종판정,최종사유,최종실패단계,엄격공식판정완료,공식근거URL,공식응답해시
claim_c598b89c89778fed,FINAL_BLIND,,KOSIS_METADATA_UNAVAILABLE,수출량,QUANTITY,9663.0,대,2025-01/2025-04,누계,,,"{""차종"": [""아이오닉5""]}","[""수출량"", ""아이오닉5""]",COORDINATE_READY,,1,PASS,PASS,PASS,HOLD,미도달,미도달,미도달,미도달,0,0,0,0,HOLD,UNDETERMINED,NO_HARD_GUARD_CANDIDATE,필수 조건 검사,N,,
claim_c7cdbd6b0386dfbf,RULE_DISCOVERY,관세청은 5월 1~20일 대미(對美) 수출액이 작년 같은 기간보다 14.6% 급감한 52억5400만달러(약 7조2900억원)였다고 집계했다.,TARGET_VALUE_NOT_IN_SOURCE_SENTENCE,수출액,CURRENCY,5.254,billion USD,2025-05-01/2025-05-20,월,,,"{""trade_partner"": [""미국""]}","[""수출액"", ""미국""]",PRE_VERIFICATION,TARGET_NOT_FOUND_IN_SOURCE|TARGET_VALUE_NOT_IN_SOURCE_SENTENCE,0,미도달,미도달,미도달,미도달,미도달,미도달,미도달,미도달,0,0,0,0,PRE_VERIFICATION,,TARGET_NOT_FOUND_IN_SOURCE|TARGET_VALUE_NOT_IN_SOURCE_SENTENCE,사전 구조화,N,,
claim_c91a83f4d40b12ab,RULE_DISCOVERY,올해 두나무를 포함해 자산총액이 11조6000억원(최근 명목 GDP 확정치의 0.5%) 이상인 기업집단 46곳이 상호출자제한기업집단으로 지정됐다.,NO_HARD_GUARD_CANDIDATE,상호출자제한기업집단 지정 기준 자산총액,CURRENCY,11.6,조원,2025년,년,대한민국,기업집단,"{""designated_group_count"": [""46곳""], ""included_entity"": [""두나무""]}","[""상호출자제한기업집단 지정 기준 자산총액"", ""46곳"", ""두나무"", ""기업집단"", ""대한민국""]",COORDINATE_READY,,1,PASS,PASS,PASS,HOLD,미도달,미도달,미도달,미도달,0,0,0,0,HOLD,UNDETERMINED,NO_HARD_GUARD_CANDIDATE,필수 조건 검사,N,,
claim_cafe56bb76521bbb,RULE_DISCOVERY,지난달 청년 실업률이 7% 중반까지 치솟아 코로나 대유행으로 실업률이 10%까지 치솟았던 2021년 이후 4년 만에 가장 높았다.,NO_EVIDENCE_COORDINATE_CANDIDATE,실업률,RATE,7.0,%,지난달,월,,청년,"{""age_group"": [""청년""]}","[""실업률"", ""청년""]",COORDINATE_READY,,1,PASS,PASS,PASS,HOLD,미도달,미도달,미도달,미도달,0,0,0,0,HOLD,UNDETERMINED,NO_EVIDENCE_COORDINATE_CANDIDATE,필수 조건 검사,N,,
claim_cbad041451547ab2,RULE_DISCOVERY,"연간 경제성장률이 3~4%에 달하던 시절은 아련하고, 지금은 1% 성장률에 머물러 있다.",FETCH_FAILED,경제성장률,RATE,1.0,%,현재,년,지금,,{},"[""경제성장률"", ""지금""]",COORDINATE_READY,,1,PASS,PASS,PASS,HOLD,미도달,미도달,미도달,미도달,0,0,0,0,HOLD,UNDETERMINED,NO_EVIDENCE_COORDINATE_CANDIDATE,필수 조건 검사,N,,
claim_cc17969f6e1ae43c,INTERMEDIATE_VALIDATION,"우리나라 역시 GDP 대비 정부 부채 비율이 2000년부터 2023년까지 34.6%포인트 늘었는데, 고령화와 관련이 높은 사회수혜금(44.5%포인트), 사회보장현물(49.8%) 지출이 큰 영향을 끼쳤다.",KOSIS_CATALOG_UNAVAILABLE,사회수혜금 지출,PERCENT_POINT,44.5,%포인트,2000년부터 2023년까지,,우리나라,,"{""항목"": [""사회수혜금""]}","[""사회수혜금 지출"", ""사회수혜금"", ""우리나라""]",PRE_VERIFICATION,MISSING_FREQUENCY,0,미도달,미도달,미도달,미도달,미도달,미도달,미도달,미도달,0,0,0,0,PRE_VERIFICATION,,MISSING_FREQUENCY,사전 구조화,N,,
claim_cce2f043f3f0e786,RULE_DISCOVERY,"전년 동월 대비 비정규직이 늘어난 산업은 보건사회복지업(21만명), 운수창고업(3만9000명)이었고, 숙박음식업(-5만8000명), 건설업(-5만1000명), 도소매업(-4만1000명), 제조업(-3만2000명)은 감소했다.",NO_HARD_GUARD_CANDIDATE,비정규직 수 증감,PERSON,210000.0,명,전년 동월,월,,비정규직,"{""산업"": [""보건사회복지업""]}","[""비정규직 수 증감"", ""보건사회복지업"", ""비정규직""]",COORDINATE_READY,,1,PASS,PASS,PASS,HOLD,미도달,미도달,미도달,미도달,0,0,0,0,HOLD,UNDETERMINED,NO_HARD_GUARD_CANDIDATE,필수 조건 검사,N,,
claim_cd57273d71240241,INTERMEDIATE_VALIDATION,"통계청이 이날 처음으로 공개한 어머니 연령별 출산율 자료에 따르면, 지난 1월 30~34세 여성 1000명당 출생아 수를 뜻하는 30대 초반 출산율은 81.1명을 기록했다.",TARGET_VALUE_NOT_IN_SOURCE_SENTENCE,출산율,UNKNOWN,81.1,명/여성 1000명,2025년 1월,월,대한민국,여성,"{""age_group"": [""30~34세""], ""sex"": [""여성""]}","[""출산율"", ""30~34세"", ""여성"", ""대한민국""]",PRE_VERIFICATION,TARGET_NOT_FOUND_IN_SOURCE|TARGET_VALUE_NOT_IN_SOURCE_SENTENCE,0,미도달,미도달,미도달,미도달,미도달,미도달,미도달,미도달,0,0,0,0,PRE_VERIFICATION,,TARGET_NOT_FOUND_IN_SOURCE|TARGET_VALUE_NOT_IN_SOURCE_SENTENCE,사전 구조화,N,,
claim_cdacc78d98fd1e6b,FINAL_BLIND,,KOSIS_METADATA_UNAVAILABLE,수출액,CURRENCY,1503640000.0,달러,2024년,년,,,"{""무역상대국"": [""미국""], ""품목"": [""의약품""]}","[""수출액"", ""미국"", ""의약품""]",COORDINATE_READY,,1,PASS,PASS,PASS,HOLD,미도달,미도달,미도달,미도달,0,0,0,0,HOLD,UNDETERMINED,NO_HARD_GUARD_CANDIDATE,필수 조건 검사,N,,
claim_ce084f39d9613e94,FINAL_BLIND,,KOSIS_CATALOG_UNAVAILABLE,법인세 수입,CURRENCY,625000.0,억원,2024,년,,,{},"[""법인세 수입""]",PRE_VERIFICATION,TARGET_NOT_FOUND_IN_SOURCE,0,미도달,미도달,미도달,미도달,미도달,미도달,미도달,미도달,0,0,0,0,PRE_VERIFICATION,,TARGET_NOT_FOUND_IN_SOURCE,사전 구조화,N,,
claim_ce14765a78a0675e,INTERMEDIATE_VALIDATION,"3일 국가데이터처의 경제활동인구조사 마이크로데이터를 분석한 결과에 따르면, 지난 9월 기준 국내 부업자 수는 67만9367명으로 지난해 9월(65만5475명)보다 2만4000명가량 늘었다.",KOSIS_CATALOG_UNAVAILABLE,부업자 수,PERSON,679367.0,명,2025년 9월,월,국내,,{},"[""부업자 수"", ""국내""]",COORDINATE_READY,,1,PASS,PASS,PASS,HOLD,미도달,미도달,미도달,미도달,0,0,0,0,HOLD,UNDETERMINED,NO_HARD_GUARD_CANDIDATE,필수 조건 검사,N,,
claim_d16538d7381cefb2,INTERMEDIATE_VALIDATION,"작년 1억원 이상 수입차에서 가장 인기 있는 모델 5개 중 SUV가 3개, 세단은 1개였다.",NO_EVIDENCE_COORDINATE_CANDIDATE,수입액,CURRENCY,100000000.0,원,2024,년,,,{},"[""수입액""]",COORDINATE_READY,,1,PASS,PASS,PASS,HOLD,미도달,미도달,미도달,미도달,0,0,0,0,HOLD,UNDETERMINED,NO_EVIDENCE_COORDINATE_CANDIDATE,필수 조건 검사,N,,
claim_d1831985171d074b,RULE_DISCOVERY,◇‘쉬었음’ 청년 50만명 넘어 12일 통계청은 ‘2월 고용 동향’에서 지난달 15~29세 청년층의 ‘쉬었음’ 인구가 50만4000명으로 전년 같은 달 대비 6만1000명 늘었다고 밝혔다.,FETCH_FAILED,쉬었음 인구,PERSON,504000.0,명,2025년 2월,월,,15~29세 청년층,"{""age"": [""15~29세""], ""상태"": [""쉬었음""]}","[""쉬었음 인구"", ""15~29세"", ""쉬었음"", ""15~29세 청년층""]",COORDINATE_READY,,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,1,1,1,AUTO,MATCH,WITHIN_TOLERANCE,완료,Y,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1DA7147S&itmId=T50&prdSe=M&startPrdDe=202502&endPrdDe=202502&objL1=75&objL2=905,4dd0aab2676bd3ed1316b18468e9e7032608e7e155d0000afccda01f3f08d676
claim_d3cfc35992f45b90,INTERMEDIATE_VALIDATION,비상 계엄 파문 이전인 작년... 3분기 연속 제로 성장… 현실이 된 '피크 코리아' -0.2%(2024년 2분기)→0.1%(3분기)→0.1%(4분기) 한국 경제성장률이 3개 분기 연속으로 0% 안팎을 기록했다.,KOSIS_METADATA_UNAVAILABLE,경제성장률,RATE,0.2,%,2024-Q2,분기,전국,,{},"[""경제성장률"", ""전국""]",COORDINATE_READY,,1,PASS,PASS,PASS,HOLD,미도달,미도달,미도달,미도달,0,0,0,0,HOLD,UNDETERMINED,NO_EVIDENCE_COORDINATE_CANDIDATE,필수 조건 검사,N,,
claim_d4c994a8c934e1ea,RULE_DISCOVERY,"◇반도체, 자동차가 이끌고 바이오, 농수산, 화장품 등도 고르게 증가 품목별로는 최대 수출품목인 반도체가 43.9% 증가한 1419억 달러를 기록, 2023년 11월 이후 14개월 연속 증가 흐름을 이어가면서 기존 최대 실적인 2022년 1292억 달러를 2년 만에 경신했다.",TARGET_NOT_FOUND_IN_SOURCE,반도체 수출액,CURRENCY,141.9,billion USD,2024,년,,수출,"{""item"": [""반도체""]}","[""반도체 수출액"", ""반도체"", ""수출""]",PRE_VERIFICATION,TARGET_NOT_FOUND_IN_SOURCE,0,미도달,미도달,미도달,미도달,미도달,미도달,미도달,미도달,0,0,0,0,PRE_VERIFICATION,,TARGET_NOT_FOUND_IN_SOURCE,사전 구조화,N,,
claim_dfffd1ef43518eee,RULE_DISCOVERY,성별로는 남자 비정규직이 365만 명으로 전년동월대비 3만 5000명 증가했다.,TARGET_NOT_FOUND_IN_SOURCE,비정규직,PERSON,3650000.0,명,,월,,남자,"{""성별"": [""남자""]}","[""비정규직"", ""남자""]",PRE_VERIFICATION,TARGET_NOT_FOUND_IN_SOURCE|MISSING_TIME,0,미도달,미도달,미도달,미도달,미도달,미도달,미도달,미도달,0,0,0,0,PRE_VERIFICATION,,TARGET_NOT_FOUND_IN_SOURCE|MISSING_TIME,사전 구조화,N,,
claim_e14952291591b135,RULE_DISCOVERY,"25~34세 취업자는 코로나가 시작된 지난 2020년 2분기(-6만명)부터 2021년 1분기(-5만4000명)까지 줄다, 2021년 2분기(9만5000명)부터 작년 4분기(2000명)까지 늘었다.",KOSIS_CATALOG_UNAVAILABLE,25~34세 취업자 증감,PERSON,-60000.0,명,2020년 2분기,분기,,25~34세 취업자,"{""연령"": [""25~34세""]}","[""25~34세 취업자 증감"", ""25~34세"", ""25~34세 취업자""]",COORDINATE_READY,,1,미도달,미도달,미도달,미도달,미도달,미도달,미도달,미도달,0,0,0,0,HOLD,,KOSIS_CATALOG_UNAVAILABLE,최종 판정,N,,
claim_e2ed9bf16de852a0,RULE_DISCOVERY,"실업률은 4% 수준이고, 작년 12월에는 일자리 25만개가 새로 만들어졌다.",NO_HARD_GUARD_CANDIDATE,일자리,QUANTITY,250000.0,개,2024년 12월,월,,,{},"[""일자리""]",COORDINATE_READY,,1,PASS,PASS,PASS,HOLD,미도달,미도달,미도달,미도달,0,0,0,0,HOLD,UNDETERMINED,NO_HARD_GUARD_CANDIDATE,필수 조건 검사,N,,
claim_e348805be97e11ca,RULE_DISCOVERY,지난달 건설업 취업자 수도 196만명으로 전년 동월 대비 9만7000명 감소하며 200만명을 밑돌았다.,NO_EVIDENCE_COORDINATE_CANDIDATE,취업자 수,PERSON,1960000.0,명,2025년 6월,월,,취업자,"{""산업"": [""건설업""]}","[""취업자 수"", ""건설업"", ""취업자""]",COORDINATE_READY,,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,1,1,1,AUTO,MATCH,WITHIN_TOLERANCE,완료,Y,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1DA7E06S_NEW&itmId=T30&prdSe=M&startPrdDe=202506&endPrdDe=202506&objL1=41,399eb54ec3d2a9bd957e921b1627742f23d163f557062da91243a8084a70a358
claim_e42477f5b7337259,INTERMEDIATE_VALIDATION,"◇“추경은 급한 불 끄는 소화기… 내수 살릴 진짜 대책 필요"" 정부가 올해 두 번째 추가경정예산을 마련하고 4일 정부안보다 1조원 넘게 불어난 2차 추경이 국회 문턱을 넘었지만, 추경으로 인한 올해 성장률 상승 폭은 0.1~0.2%포인트에 그칠 것이란 관측이 나온다.",KOSIS_CATALOG_UNAVAILABLE,2차 추가경정예산 증가액,CURRENCY,,원,2025,년,대한민국,,"{""item"": [""2차 추가경정예산""], ""reference"": [""정부안""]}","[""2차 추가경정예산 증가액"", ""2차 추가경정예산"", ""정부안"", ""대한민국""]",PRE_VERIFICATION,TARGET_NOT_FOUND_IN_SOURCE|MISSING_VALUE,0,미도달,미도달,미도달,미도달,미도달,미도달,미도달,미도달,0,0,0,0,PRE_VERIFICATION,,TARGET_NOT_FOUND_IN_SOURCE|MISSING_VALUE,사전 구조화,N,,
claim_e4383ee9b65c6c52,RULE_DISCOVERY,작년까지만 해도 전문대 졸업자 실업률(4.8%)이 고졸 실업률(5.1%)보다 낮았다.,AMBIGUOUS_MARGIN,실업률,RATE,5.1,%,2024년,년,,고졸자,"{""학력"": [""고졸""]}","[""실업률"", ""고졸"", ""고졸자""]",COORDINATE_READY,,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,1,1,1,AUTO,MISMATCH,OUTSIDE_TOLERANCE,완료,Y,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1DA7103S&itmId=T80&prdSe=Y&startPrdDe=2024&endPrdDe=2024&objL1=0&objL2=30,4e3b4c972f9bb3292e64a242241bcb8d4d5fbfe8569a1f289522b0bcc6aeeebc
claim_e6dc0e8f203a746e,FINAL_BLIND,,MISSING_REQUIRED_SLOTS:time,소비자물가 상승폭,PERCENT_POINT,0.3,%p,,,,,"{""item"": [""원·달러 환율(3개월 이동평균)의 영향""]}","[""소비자물가 상승폭"", ""원·달러 환율(3개월 이동평균)의 영향""]",PRE_VERIFICATION,CLAIM_PARSE_UNCERTAIN|MISSING_TIME|MISSING_FREQUENCY,0,미도달,미도달,미도달,미도달,미도달,미도달,미도달,미도달,0,0,0,0,PRE_VERIFICATION,,CLAIM_PARSE_UNCERTAIN|MISSING_TIME|MISSING_FREQUENCY,사전 구조화,N,,
claim_e8ddfd4375ff8253,RULE_DISCOVERY,"지난 2003년부터 2022년까지 20년간 20대 후반의 실업률은 고졸이 대졸보다 높았는데, 지난 2023년부터 대졸 실업률(6.2%)이 고졸(5.2%)을 넘는 역전 현상이 발생했다.",NO_EVIDENCE_COORDINATE_CANDIDATE,실업률,RATE,6.2,%,2023년부터,년,,20대 후반,"{""학력"": [""대졸""]}","[""실업률"", ""대졸"", ""20대 후반""]",COORDINATE_READY,,1,PASS,PASS,PASS,HOLD,미도달,미도달,미도달,미도달,0,0,0,0,HOLD,UNDETERMINED,NO_EVIDENCE_COORDINATE_CANDIDATE,필수 조건 검사,N,,
claim_e95466b1942a27e4,RULE_DISCOVERY,그나마 수출이 잘됐던 작년 1분기(1.3%) 덕에 2% 턱걸이를 했다.,CLAIM_PARSE_UNCERTAIN,,PERCENT,2.0,%,,,,,{},[],PRE_VERIFICATION,CLAIM_PARSE_UNCERTAIN|MISSING_INDICATOR|MISSING_TIME|MISSING_FREQUENCY,0,미도달,미도달,미도달,미도달,미도달,미도달,미도달,미도달,0,0,0,0,PRE_VERIFICATION,,CLAIM_PARSE_UNCERTAIN|MISSING_INDICATOR|MISSING_TIME|MISSING_FREQUENCY,사전 구조화,N,,
claim_e9cc4c0de10264a9,INTERMEDIATE_VALIDATION,한국무역협회는 올해 1분기 한국의 대미 무역수지 흑자가 133억8000만달러로 작년 동기(132억2000만달러)보다 소폭 웃돌았다고 19일 밝혔다.,KOSIS_CATALOG_UNAVAILABLE,무역수지 흑자,CURRENCY,13380000000.0,달러,2025년 1분기,분기,한국,,"{""trade_partner"": [""미국""]}","[""무역수지 흑자"", ""미국"", ""한국""]",COORDINATE_READY,,1,PASS,PASS,PASS,HOLD,미도달,미도달,미도달,미도달,0,0,0,0,HOLD,UNDETERMINED,NO_HARD_GUARD_CANDIDATE,필수 조건 검사,N,,
claim_eb64c1ce7e5abde3,INTERMEDIATE_VALIDATION,"우리나라 역시 GDP 대비 정부 부채 비율이 2000년부터 2023년까지 34.6%포인트 늘었는데, 고령화와 관련이 높은 사회수혜금(44.5%포인트), 사회보장현물(49.8%) 지출이 큰 영향을 끼쳤다.",AMBIGUOUS_MARGIN,사회보장현물 지출,PERCENT,49.8,%,2023,년,대한민국,,"{""기준"": [""GDP 대비""]}","[""사회보장현물 지출"", ""GDP 대비"", ""대한민국""]",COORDINATE_READY,,1,PASS,PASS,PASS,HOLD,미도달,미도달,미도달,미도달,0,0,0,0,HOLD,UNDETERMINED,NO_HARD_GUARD_CANDIDATE,필수 조건 검사,N,,
claim_ec3f120db14ef8f3,INTERMEDIATE_VALIDATION,"2008년 금융 위기 때나 2020년 코로나 위기 때도 2개 분기 연속으로 0.1%를 하회하는 성장률을 기록했지만, 세 번째 분기에는 곧바로 1~2% 성장했었다.",KOSIS_METADATA_UNAVAILABLE,성장률,RATE,0.1,%,2008년 금융 위기 및 2020년 코로나 위기,분기,,,{},"[""성장률""]",COORDINATE_READY,,1,PASS,PASS,PASS,HOLD,미도달,미도달,미도달,미도달,0,0,0,0,HOLD,UNDETERMINED,NO_EVIDENCE_COORDINATE_CANDIDATE,필수 조건 검사,N,,
claim_ed030b7903aeff70,RULE_DISCOVERY,29일 농림축산식품부와 한국농수산식품유통공사(aT)에 따르면 지난해 떡류 수출액은 9140만달러(약 1313억원)로 1억달러에 근접했다.,NO_HARD_GUARD_CANDIDATE,수출액,CURRENCY,91400000.0,달러,2024년,년,,,"{""품목"": [""떡류""]}","[""수출액"", ""떡류""]",COORDINATE_READY,,1,PASS,PASS,PASS,HOLD,미도달,미도달,미도달,미도달,0,0,0,0,HOLD,UNDETERMINED,NO_HARD_GUARD_CANDIDATE,필수 조건 검사,N,,
claim_ee0939117abd240b,INTERMEDIATE_VALIDATION,"공정위는 자산총액이 전년도 명목 국내총생산(GDP)의 0.5% 이상(지난해는 10조4000억원)인 기업집단을 ‘상호출자제한 기업집단’으로, 자산 5조원 이상인 경우 ‘공시대상 기업집단’으로 지정한다.",MISSING_REQUIRED_SLOTS:time,기업집단 자산총액,CURRENCY,5.0,조원,,,,기업집단,"{""designation"": [""공시대상 기업집단""]}","[""기업집단 자산총액"", ""공시대상 기업집단"", ""기업집단""]",PRE_VERIFICATION,MISSING_TIME|MISSING_FREQUENCY,0,미도달,미도달,미도달,미도달,미도달,미도달,미도달,미도달,0,0,0,0,PRE_VERIFICATION,,MISSING_TIME|MISSING_FREQUENCY,사전 구조화,N,,
claim_eecfa40878a00f16,FINAL_BLIND,,PUBLICATION_FETCH_FAILED,경제성장률,RATE,2.0,%,2024,년,,,{},"[""경제성장률""]",COORDINATE_READY,,1,PASS,PASS,PASS,PASS,PASS,PASS,HOLD,미도달,0,1,0,1,HOLD,UNDETERMINED,PUBLICATION_FETCH_FAILED,공식값 조회,N,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1YL20571&itmId=T10&prdSe=Y&startPrdDe=2024&endPrdDe=2024&objL1=00,e09b5826b4864f78e4a54f693ba8fac868eb8270b2076ce3bf35ec015b7c6e98
claim_ef7373759319caae,RULE_DISCOVERY,특히 60세 이상 비정규직 근로자는 304만4000명으로 전년 동월 대비 23만3000명 증가했다.,CLAIM_PARSE_UNCERTAIN,비정규직 근로자 수,PERSON,3044000.0,명,,월,,근로자,"{""age"": [""60세 이상""], ""employment_type"": [""비정규직""]}","[""비정규직 근로자 수"", ""60세 이상"", ""비정규직"", ""근로자""]",PRE_VERIFICATION,CLAIM_PARSE_UNCERTAIN|MISSING_TIME,0,미도달,미도달,미도달,미도달,미도달,미도달,미도달,미도달,0,0,0,0,PRE_VERIFICATION,,CLAIM_PARSE_UNCERTAIN|MISSING_TIME,사전 구조화,N,,
claim_efe06326549a5d8e,RULE_DISCOVERY,"당시 수입차 판매량은 1996년 1만315대, 1997년 8136대, 1998년 2075대로 2년 연속 줄었다.",KOSIS_CATALOG_UNAVAILABLE,판매량,QUANTITY,2075.0,대,1998년,년,,,"{""item"": [""수입차""]}","[""판매량"", ""수입차""]",COORDINATE_READY,,1,PASS,PASS,PASS,HOLD,미도달,미도달,미도달,미도달,0,0,0,0,HOLD,UNDETERMINED,NO_HARD_GUARD_CANDIDATE,필수 조건 검사,N,,
claim_f0965ec621cb18bf,RULE_DISCOVERY,"보건업·사회복지서비스업(+23만3000명), 금융·보험업(+7만2000명) 등에서 취업자가 큰 폭으로 늘어나면서 취업자가 26만명 넘게 늘어난 작년 4월 이후 처음으로 취업자가 20만명 이상 불었다.",PUBLICATION_FETCH_FAILED,취업자,PERSON,20.0,만명,2025년 4월,월,대한민국,,{},"[""취업자"", ""대한민국""]",PRE_VERIFICATION,DIRECT_VALUE_CHANGE_TARGET_MISCLASSIFIED,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,1,1,1,AUTO,MISMATCH,OUTSIDE_TOLERANCE,사전 구조화,N,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1DA7001S&itmId=T30&prdSe=M&startPrdDe=202504&endPrdDe=202504&objL1=0,49d3c5a9dbb62f72bb36e41527a493f58e5e0986134e8ae19ef12ea167869fe0
claim_f22875b11c312f80,RULE_DISCOVERY,청년 취업자는 355만7000명으로 1년 새 23만5000명 줄었다.,CLAIM_PARSE_UNCERTAIN,취업자 수,PERSON,3557000.0,명,,,,청년,{},"[""취업자 수"", ""청년""]",PRE_VERIFICATION,CLAIM_PARSE_UNCERTAIN|MISSING_TIME|MISSING_FREQUENCY,0,미도달,미도달,미도달,미도달,미도달,미도달,미도달,미도달,0,0,0,0,PRE_VERIFICATION,,CLAIM_PARSE_UNCERTAIN|MISSING_TIME|MISSING_FREQUENCY,사전 구조화,N,,
claim_f58fdfa21e8042e8,RULE_DISCOVERY,"3월 출생아 수만 놓고 봐도 2만1041명으로 전년 동월 대비 6.8% 늘었는데, 3월 기준으로 지난 1993년 3월(8.9%) 이후 32년 만에 최대 상승폭이다.",FETCH_FAILED,출생아 수,PERSON,21041.0,명,2025년 3월,월,,출생아,{},"[""출생아 수"", ""출생아""]",COORDINATE_READY,,1,PASS,PASS,PASS,PASS,PASS,PASS,HOLD,미도달,0,1,0,1,HOLD,UNDETERMINED,AS_OF_UNAVAILABLE,공식값 조회,N,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000G&itmId=T1&prdSe=M&startPrdDe=202503&endPrdDe=202503&objL1=00&objL2=10,051d902664e316d6c8b405e659205368bec50982fbd77fab8a50b6906991af08
claim_f6144e9032ae4a7a,RULE_DISCOVERY,실제 근로소득세 수입은 2008년 15조6000억원에서 지난해 61조원으로 거의 4배로 늘었다.,KOSIS_CATALOG_UNAVAILABLE,실제 근로소득세 수입,CURRENCY,61.0,조원,2024년,년,,,{},"[""실제 근로소득세 수입""]",COORDINATE_READY,,1,PASS,PASS,PASS,HOLD,미도달,미도달,미도달,미도달,0,0,0,0,HOLD,UNDETERMINED,NO_HARD_GUARD_CANDIDATE,필수 조건 검사,N,,
claim_f8916174d4816698,INTERMEDIATE_VALIDATION,보잉 737 맥스 여객기가 자카르타에서 추락한 사고로 189명이 사망한 사건이 발생한 2018년(전체 사망자 526명) 이후 가장 많다.,KOSIS_METADATA_UNAVAILABLE,사망자 수,PERSON,189.0,명,2018,년,,,{},"[""사망자 수""]",COORDINATE_READY,,1,PASS,PASS,PASS,PASS,PASS,PASS,HOLD,미도달,0,1,0,1,HOLD,UNDETERMINED,AS_OF_UNAVAILABLE,공식값 조회,N,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000G&itmId=T1&prdSe=Y&startPrdDe=2018&endPrdDe=2018&objL1=00&objL2=15,7b9a91cc835604c7ae0b206f7044f477c318e9bd8fe6c59720205bedbf04dbb6
claim_f92fc8467da2f9d7,RULE_DISCOVERY,"올해 내수의 성장률 기여도는 0.8%포인트, 순수출 성장률 기여도는 0%포인트 정도로 봤다.",NO_EVIDENCE_COORDINATE_CANDIDATE,내수 성장률 기여도,CONTRIBUTION,0.8,%포인트,올해,,,,{},"[""내수 성장률 기여도""]",PRE_VERIFICATION,MISSING_FREQUENCY,0,미도달,미도달,미도달,미도달,미도달,미도달,미도달,미도달,0,0,0,0,PRE_VERIFICATION,,MISSING_FREQUENCY,사전 구조화,N,,
claim_fa16759bc2782c6b,RULE_DISCOVERY,"같은 방식으로 비교했을 때 2023년까지만 해도 외국인과 노인 일자리 참여자 증가 규모는 11만8000명으로, 전체 취업자 증가 폭(32만7000명)보다 적었다.",KOSIS_CATALOG_UNAVAILABLE,일자리 참여자 증가 규모,PERSON,118000.0,명,2023년,,,외국인과 노인 일자리 참여자,"{""sex"": [""여성""]}","[""일자리 참여자 증가 규모"", ""여성"", ""외국인과 노인 일자리 참여자""]",PRE_VERIFICATION,TARGET_NOT_FOUND_IN_SOURCE|MISSING_FREQUENCY,0,미도달,미도달,미도달,미도달,미도달,미도달,미도달,미도달,0,0,0,0,PRE_VERIFICATION,,TARGET_NOT_FOUND_IN_SOURCE|MISSING_FREQUENCY,사전 구조화,N,,
claim_fa38cac3c10b0e85,RULE_DISCOVERY,"한편, 지난해 현대차·기아 전체 수출 대수는 218만698대, 수출액은 533억6000만달러(약 78조원)로, 2년 연속 수출 200만대, 수출액 500억달러를 이어갔다.",NO_HARD_GUARD_CANDIDATE,수출 대수,QUANTITY,2180698.0,대,지난해,년,,현대차·기아 전체,"{""상품"": [""자동차""]}","[""수출 대수"", ""자동차"", ""현대차·기아 전체""]",COORDINATE_READY,,1,PASS,PASS,PASS,HOLD,미도달,미도달,미도달,미도달,0,0,0,0,HOLD,UNDETERMINED,NO_HARD_GUARD_CANDIDATE,필수 조건 검사,N,,
claim_fd0b6a6685277a86,RULE_DISCOVERY,"◇수입차 최대 수준 보조금 2025년형 ID.4의 가격은 ID.4 Pro Lite가 5299만원, ID.4 Pro가 5999만원으로 9만원 인상에 그쳤다.",KOSIS_CATALOG_UNAVAILABLE,차량 가격,CURRENCY,5999.0,만원,2025,년,,,"{""차종"": [""ID.4""], ""트림"": [""ID.4 Pro""]}","[""차량 가격"", ""ID.4"", ""ID.4 Pro""]",COORDINATE_READY,,1,PASS,PASS,PASS,HOLD,미도달,미도달,미도달,미도달,0,0,0,0,HOLD,UNDETERMINED,NO_HARD_GUARD_CANDIDATE,필수 조건 검사,N,,
